0 0	0	0	0	0	0	0
0 40	0	0	0	0	0	0
0 80	0	0	0	900.561	0	0
0 120	556.436	88.5082	295.563	100.409	76.1814	103.253
0 160	113.951	100.02	57.2561	131.918	86.8475	94.9468
0 200	24.5307	24.5307	0	135.518	0	0
0 240	0	0	0	0	0	0
0 280	0	0	0	0	0	0
0 320	0	0	0	0	0	0
0 360	0	0	0	0	0	0
0 400	0	0	0	0	0	0
0 440	0	0	0	0	0	0
0 480	0	0	0	0	0	0
0 520	0	0	0	0	0	0
0 560	0	0	0	0	0	0
0 600	0	0	0	0	0	0
0 640	0	0	0	0	0	0
0 680	0	0	0	0	0	0
0 720	0	0	0	0	0	0
0 760	0	0	0	0	0	0
40 0	0	0	0	0	0	0
40 40	0	0	0	0	0	0
40 80	0	0	0	0	646.571	0
40 120	504.702	194.94	255.939	295.614	141.542	168.13
40 160	215.418	173.731	174.194	120.376	96.6859	165.739
40 200	125.43	102.591	138.624	163.59	105.294	85.8789
40 240	105.039	94.2054	86.4109	81.3112	73.0152	92.7697
40 280	59.0355	58.6634	82.992	36.9395	63.4059	55.7237
40 320	23.695	17.5597	44.0587	13.958	20.5499	31.565
40 360	0	0	0	0	0	0
40 400	0	0	0	0	0	0
40 440	0	0	0	0	0	0
40 480	0	0	0	0	0	0
40 520	0	0	0	0	0	0
40 560	0	0	0	0	0	0
40 600	0	0	0	0	0	0
40 640	0	0	0	0	0	0
40 680	0	0	0	0	0	0
40 720	0	0	0	0	0	0
40 760	0	0	0	0	0	0
80 0	0	0	0	0	0	0
80 40	0	0	0	0	0	0
80 80	0	0	0	0	0	0
80 120	783.912	62.5449	324.987	368.487	82.7524	142.753
80 160	326.288	224.324	149.994	214.002	120.395	130.156
80 200	167.985	117.471	107.305	133.138	88.2222	77.8207
80 240	100.646	50.3793	60.5746	71.6702	50.6407	57.5075
80 280	26.6534	31.5289	34.7862	35.5761	17.6962	26.8914
80 320	20.1502	24.2901	32.3877	16.9548	18.2089	32.3591
80 360	10.8736	14.7674	33.6024	10.2626	10.6233	25.4446
80 400	6.35771	7.1227	24.1614	5.06107	7.4722	20.7682
80 440	2.06407	3.60355	14.842	2.95689	3.65791	13.2754
80 480	1.46969	2.18328	10.476	0.83853	1.55849	9.02574
80 520	0.431072	0.733485	3.09131	0.51259	0.462601	3.1678
80 560	0	0	0	0	0	0
80 600	0	0	0	0	0	0
80 640	0	0	0	0	0	0
80 680	0	0	0	0	0	0
80 720	0	0	0	0	0	0
80 760	0	0	0	0	0	0
120 0	0	0	0	0	0	0
120 40	0	0	0	0	0	0
120 80	473.084	0	0	0	0	0
120 120	128.311	175.636	76.1387	245.388	230.137	53.342
120 160	311.665	80.1393	162.173	151.472	139.173	66.5475
120 200	131.646	151.894	69.9504	137.529	70.2689	78.2334
120 240	128.869	98.2082	73.0929	106.397	89.9366	83.3757
120 280	68.1125	66.6281	77.3784	78.9042	56.6974	81.5361
120 320	44.9417	41.1518	56.4067	37.6446	34.6937	50.3938
120 360	17.3178	19.796	36.7758	18.6134	17.9236	40.2229
120 400	9.18197	11.7965	32.6003	8.88133	9.06928	25.2109
120 440	4.91412	5.38331	24.6052	4.28204	7.60125	21.8605
120 480	2.92648	4.4599	17.7688	2.39015	3.62212	15.5596
120 520	1.10961	1.98279	8.4829	0.997338	1.447	7.27984
120 560	0.811152	1.17016	5.98534	0.759671	1.17098	4.91274
120 600	0.428213	0.497802	3.57634	0.349445	0.522279	3.66036
120 640	0.0366232	0.101026	0.620556	0.0214499	0.0721905	0.524873
120 680	0.0396571	0.0692635	0.657482	0.0293646	0.0662728	0.523334
120 720	0	0	0	0	0	0
120 760	0	0	0	0	0	0
160 0	0	0	0	0	0	0
160 40	0	0	0	0	0	0
160 80	255.813	0	0	0	0	0
160 120	242.115	193.514	170.003	225.541	142.42	121.659
160 160	286.748	133.101	75.0603	131.517	90.9805	73.3703
160 200	111.841	137.237	75.6681	143.34	75.9617	77.0542
160 240	109.288	68.0234	51.0774	95.8428	88.5665	46.2538
160 280	20.7574	11.2645	30.2481	18.0216	23.597	10.6068
160 320	27.3853	24.8411	27.3966	13.5456	17.1033	26.0353
160 360	9.98269	12.8355	23.2805	8.17385	7.30923	18.9423
160 400	2.61207	2.73869	6.36582	2.69165	2.69524	4.60138
160 440	1.81883	3.11007	9.21289	1.5209	2.71836	8.75689
160 480	1.39658	1.29339	6.5278	0.815861	1.23295	5.2565
160 520	0.662889	0.859898	4.19927	0.410095	0.688058	3.28823
160 560	0.339302	0.483565	2.82448	0.274954	0.28304	2.56318
160 600	0.277778	0.385897	2.59419	0.323916	0.271929	2.36821
160 640	0.198506	0.323503	2.05463	0.125956	0.202056	1.8775
160 680	0.0672315	0.127725	1.34779	0.0564887	0.117783	1.12414
160 720	0.0158542	0.0476439	0.733215	0.0302245	0.0509295	0.580846
160 760	0.0195468	0.024225	0.223715	0.0185151	0.0153986	0.193998
200 0	0	0	0	0	0	0
200 40	0	0	0	0	0	0
200 80	0	0	0	0	0	0
200 120	222.831	59.5727	44.8459	110.439	20.7475	20.7475
200 160	159.779	68.4416	6.41494	84.2398	66.4085	12.4763
200 200	75.5697	49.6599	35.0411	59.9031	48.7983	23.4652
