0 0	0	0	0	0	0	0
0 40	0	0	0	0	0	0
0 80	900.561	0	0	1801.12	0	0
0 120	1082.62	349.753	364.962	1206.36	358.356	280.181
0 160	596.189	412.068	161.884	538.421	269.393	145.039
0 200	166.848	78.7379	27.1036	355.239	189.596	24.5307
0 240	0	0	0	0	0	0
0 280	0	0	0	0	0	0
0 320	0	0	0	0	0	0
0 360	0	0	0	0	0	0
0 400	0	0	0	0	0	0
0 440	0	0	0	0	0	0
0 480	0	0	0	0	0	0
0 520	0	0	0	0	0	0
0 560	0	0	0	0	0	0
0 600	0	0	0	0	0	0
0 640	0	0	0	0	0	0
0 680	0	0	0	0	0	0
0 720	0	0	0	0	0	0
0 760	0	0	0	0	0	0
40 0	0	0	0	0	0	0
40 40	0	0	0	7525.41	0	0
40 80	646.571	373.007	0	0	969.856	0
40 120	1848.8	557.128	412.723	1572.59	333.077	429.984
40 160	949.408	431.117	300.177	858.871	331.334	301.424
40 200	546.717	421.182	250.172	502.658	331.655	225.518
40 240	335.367	322.476	194.95	237.083	261.064	217.161
40 280	154.187	151.848	170.586	120.177	154.289	120.321
40 320	46.5958	46.3306	86.6621	34.1066	45.0427	63.181
40 360	0	0	0	0	0	0
40 400	0	0	0	0	0	0
40 440	0	0	0	0	0	0
40 480	0	0	0	0	0	0
40 520	0	0	0	0	0	0
40 560	0	0	0	0	0	0
40 600	0	0	0	0	0	0
40 640	0	0	0	0	0	0
40 680	0	0	0	0	0	0
40 720	0	0	0	0	0	0
40 760	0	0	0	0	0	0
80 0	0	0	0	0	0	0
80 40	7963.02	0	0	0	0	0
80 80	6762.62	0	0	0	0	0
80 120	2245.27	380.323	408.334	2088.38	378.697	142.753
80 160	1134.96	659.597	256.538	964.692	476.767	206.449
80 200	751.997	462.122	192.511	693.709	347.459	182.842
80 240	296.07	215.214	131.659	240.593	187.925	153.602
80 280	64.2151	70.4198	67.7033	71.9666	63.5585	57.0483
80 320	42.9457	44.7064	62.4123	31.3821	42.4969	62.2807
80 360	19.5473	28.0971	57.639	19.318	20.712	41.2294
80 400	9.95284	12.9815	34.0825	8.93196	12.5605	30.1366
80 440	3.65391	6.00974	20.8905	3.39178	5.99646	17.9456
80 480	1.92221	2.98779	12.9226	1.61565	2.17596	10.8971
80 520	0.655556	1.06227	3.75044	0.475627	0.612874	3.70549
80 560	0	0	0	0	0	0
80 600	0	0	0	0	0	0
80 640	0	0	0	0	0	0
80 680	0	0	0	0	0	0
80 720	0	0	0	0	0	0
80 760	0	0	0	0	0	0
120 0	0	0	0	0	0	0
120 40	0	0	0	9793.26	0	0
120 80	904.913	0	0	1149.56	0	566.879
120 120	1099.64	525.263	178.311	1076.86	455.64	243.668
120 160	1196.18	350.786	363.001	780.245	421.957	156.681
120 200	507.388	390.304	190.259	691.821	327.996	211.164
120 240	437.151	315.697	196.703	308.7	267.567	193.421
120 280	156.624	172.921	156.077	153.726	142.349	148.296
120 320	94.4961	84.9691	113.477	71.5166	77.7127	94.9463
120 360	30.1068	33.4097	62.857	31.6231	34.6719	61.28
120 400	14.8185	19.7827	46.6559	14.1031	16.1616	38.1423
120 440	7.56876	10.5589	31.3332	5.53344	11.039	29.7598
120 480	3.64466	5.85844	23.0492	3.42838	4.52527	19.5463
120 520	1.40277	2.58075	10.1019	1.34995	2.11821	8.7107
120 560	1.03201	1.53621	7.22758	0.880122	1.38556	6.06982
120 600	0.537638	0.645352	4.17651	0.472557	0.599818	4.17254
120 640	0.0584666	0.125953	0.691996	0.0386348	0.0989934	0.572393
120 680	0.0480996	0.074803	0.709672	0.0344196	0.0579174	0.646916
120 720	0	0	0	0	0	0
120 760	0	0	0	0	0	0
160 0	0	0	0	0	0	0
160 40	0	0	0	0	0	0
160 80	1363.61	0	0	0	0	0
160 120	1469.12	381.183	170.003	1224.48	410.199	248.358
160 160	996.226	367.865	151.408	694.043	217.652	137.407
160 200	517.91	361.475	169.952	428.518	250.398	147.397
160 240	327.706	217.392	152.72	283.089	213.859	126.537
160 280	46.3014	21.8713	36.3045	32.3453	24.5782	33.4508
160 320	35.6495	41.8242	47.0739	29.6502	33.0303	37.4054
160 360	18.6196	21.9124	36.5991	15.2473	14.165	26.5354
160 400	3.4021	4.18814	8.52784	3.45649	4.86456	5.92463
160 440	3.38329	4.40565	12.0392	2.44278	4.35195	10.4708
160 480	1.815	2.07763	7.76899	1.40061	1.70762	6.43228
160 520	0.955321	1.21807	4.91862	0.560412	1.053	4.02148
160 560	0.365952	0.705298	3.20055	0.534593	0.348545	3.00794
160 600	0.359412	0.513041	2.97605	0.365024	0.431465	2.66484
160 640	0.272322	0.37756	2.35787	0.18993	0.302906	2.17703
160 680	0.079465	0.161958	1.58042	0.098623	0.167798	1.21064
160 720	0.0417422	0.0690726	0.806672	0.0447654	0.0740103	0.654215
160 760	0.0254619	0.0339904	0.246184	0.0232736	0.0129048	0.22193
200 0	0	0	0	0	0	0
200 40	0	0	0	0	0	0
200 80	4535.7	0	0	0	0	0
200 120	641.812	205.173	71.1694	297.721	146.621	72.8596
200 160	383.945	201.017	87.4732	353.871	193.346	41.2173
200 200	233.609	140.828	76.3773	210.226	140.197	57.4965
200 240	132.974	96.274	49.5166	119.571	84.9366	57.0613
