| Interactions | ng | ns | nn | ll | sb | ss | tb | bb | gg | sg |
| tanbeta = 10, m0 = 600 m12 = 940 | 1.99785e-06, 2.36805e-06, 1.62766e-06 | 1.25209e-05, 1.73242e-05, 7.71767e-06 | 0.000390903, 0.000411387, 0.000370419 | 1.92259e-05, 2.00363e-05, 1.84155e-05 | 1.2e-06, 2.26441e-06, 1.35586e-07 | 1.91518e-05, 2.54232e-05, 1.28803e-05 | 1.3444e-06, 2.5539e-06, 1.34895e-07 | 1.351e-07, 3.00544e-07, -3.0344e-08 | 1.69e-07, 4.55494e-07, -1.17494e-07 | 5.13e-06, 9.05281e-06, 1.20719e-06 | 
| tanbeta = 10, m0 = 600 m12 = 960 | 1.54224e-06, 1.84005e-06, 1.24443e-06 | 1.01713e-05, 1.4129e-05, 6.21356e-06 | 0.000331759, 0.000349103, 0.000314415 | 1.77552e-05, 1.84804e-05, 1.703e-05 | 8.56e-07, 1.64009e-06, 7.19093e-08 | 1.41218e-05, 1.88649e-05, 9.37861e-06 | 1.0286e-06, 1.98888e-06, 6.83207e-08 | 9.87e-08, 2.24014e-07, -2.66144e-08 | 1.11e-07, 3.04014e-07, -8.20137e-08 | 3.58e-06, 6.38635e-06, 7.73646e-07 | 
| tanbeta = 10, m0 = 600 m12 = 980 | 1.1854e-06, 1.42658e-06, 9.44223e-07 | 8.26278e-06, 1.15215e-05, 5.00405e-06 | 0.000281614, 0.00029623, 0.000266998 | 1.63921e-05, 1.7055e-05, 1.57293e-05 | 6.11e-07, 1.1855e-06, 3.64996e-08 | 1.03828e-05, 1.39196e-05, 6.84609e-06 | 7.89e-07, 1.54712e-06, 3.08827e-08 | 7.2e-08, 1.66132e-07, -2.21322e-08 | 7.19e-08, 2.01549e-07, -5.77485e-08 | 2.49e-06, 4.49744e-06, 4.82562e-07 | 
| tanbeta = 10, m0 = 600 m12 = 1000 | 9.01698e-07, 1.09242e-06, 7.10974e-07 | 6.71714e-06, 9.40021e-06, 4.03407e-06 | 0.000238647, 0.000251044, 0.00022625 | 1.51437e-05, 1.57229e-05, 1.45645e-05 | 4.34e-07, 8.53081e-07, 1.49194e-08 | 7.62396e-06, 1.03055e-05, 4.94241e-06 | 6.062e-07, 1.20543e-06, 6.9719e-09 | 5.24e-08, 1.23051e-07, -1.82512e-08 | 4.63e-08, 1.32344e-07, -3.97439e-08 | 1.72e-06, 3.14496e-06, 2.95038e-07 | 
| tanbeta = 10, m0 = 620 m12 = 100 | 0.746984, 0.815421, 0.678547 | 0.130997, 0.158416, 0.103578 | 108.527, 119.087, 97.967 | 0.000196327, 0.000208987, 0.000183667 | 0.259398, 0.297995, 0.220802 | 0.870816, 0.994808, 0.746824 | 0.232, 0.281492, 0.182508 | 0.03319, 0.0417015, 0.0246785 | 75.448, 88.0967, 62.7993 | 16.2672, 18.6738, 13.8606 | 
| tanbeta = 10, m0 = 620 m12 = 120 | 0.480002, 0.523376, 0.436628 | 0.110601, 0.134069, 0.0871325 | 34.1564, 37.0191, 31.2937 | 0.000193049, 0.000205435, 0.000180663 | 0.218, 0.2503, 0.1857 | 0.745246, 0.850502, 0.63999 | 0.1751, 0.213533, 0.136667 | 0.02663, 0.0337047, 0.0195553 | 28.3081, 33.0445, 23.5716 | 9.96006, 11.3889, 8.53117 | 
| tanbeta = 10, m0 = 620 m12 = 140 | 0.314944, 0.342227, 0.287661 | 0.0919156, 0.111619, 0.0722122 | 15.1283, 16.2854, 13.9712 | 0.000189253, 0.000201422, 0.000177085 | 0.179, 0.205815, 0.152185 | 0.623877, 0.710556, 0.537198 | 0.132, 0.161841, 0.102159 | 0.02093, 0.0267079, 0.0151521 | 11.8, 13.7798, 9.82017 | 6.18811, 7.02104, 5.35518 | 
| tanbeta = 10, m0 = 620 m12 = 160 | 0.209435, 0.227547, 0.191324 | 0.0751637, 0.091441, 0.0588864 | 7.77303, 8.32445, 7.22161 | 0.000184833, 0.000196471, 0.000173195 | 0.143, 0.16462, 0.12138 | 0.512466, 0.582905, 0.442028 | 0.09919, 0.12229, 0.0760901 | 0.01616, 0.0208391, 0.0114809 | 5.45, 6.43054, 4.46946 | 3.94, 4.46105, 3.41895 | 
| tanbeta = 10, m0 = 620 m12 = 180 | 0.141526, 0.153785, 0.129268 | 0.0607314, 0.074133, 0.0473298 | 4.3884, 4.68062, 4.09618 | 0.000180104, 0.000191601, 0.000168606 | 0.113, 0.130333, 0.0956671 | 0.415544, 0.471813, 0.359275 | 0.0736, 0.0913145, 0.0558855 | 0.01231, 0.0159718, 0.0086482 | 2.67, 3.18454, 2.15546 | 2.55, 2.89078, 2.20922 | 
| tanbeta = 10, m0 = 620 m12 = 200 | 0.094144, 0.100927, 0.087361 | 0.0486259, 0.0595027, 0.037749 | 2.63839, 2.80727, 2.46951 | 0.000174745, 0.000185846, 0.000163644 | 0.0878, 0.101462, 0.0741377 | 0.333107, 0.377767, 0.288446 | 0.05419, 0.0677027, 0.0406773 | 0.00927, 0.0121526, 0.0063874 | 1.38, 1.665, 1.095 | 1.68, 1.90789, 1.45211 | 
| tanbeta = 10, m0 = 620 m12 = 220 | 0.0668504, 0.0727565, 0.0609442 | 0.038669, 0.0474461, 0.0298919 | 1.66475, 1.76652, 1.56298 | 0.000169298, 0.000179983, 0.000158613 | 0.0673, 0.0780391, 0.0565609 | 0.265202, 0.30086, 0.229544 | 0.03987, 0.050142, 0.029598 | 0.00693, 0.00917622, 0.00468378 | 0.744, 0.908622, 0.579378 | 1.11, 1.26308, 0.956917 | 
| tanbeta = 10, m0 = 620 m12 = 240 | 0.0467445, 0.050893, 0.042596 | 0.030681, 0.0377652, 0.0235968 | 1.09349, 1.15835, 1.02863 | 0.000163532, 0.00017386, 0.000153205 | 0.0513, 0.0596968, 0.0429032 | 0.209262, 0.237777, 0.180746 | 0.0291, 0.0368774, 0.0213226 | 0.00515, 0.00688733, 0.00341267 | 0.416, 0.513996, 0.318004 | 0.749, 0.854762, 0.643238 | 
| tanbeta = 10, m0 = 620 m12 = 260 | 0.0328734, 0.0357999, 0.0299469 | 0.0241855, 0.0298897, 0.0184812 | 0.739718, 0.782251, 0.697185 | 0.000157314, 0.000167067, 0.000147562 | 0.0388, 0.0453041, 0.0322959 | 0.165182, 0.187103, 0.143262 | 0.02122, 0.0270937, 0.0153463 | 0.00382, 0.00515995, 0.00248005 | 0.239, 0.299054, 0.178946 | 0.508, 0.581821, 0.434179 | 
| tanbeta = 10, m0 = 620 m12 = 280 | 0.0233659, 0.0254337, 0.0212981 | 0.0190442, 0.023593, 0.0144954 | 0.513058, 0.541938, 0.484178 | 0.000151163, 0.000160513, 0.000141813 | 0.0292791, 0.0343489, 0.0242093 | 0.129678, 0.146742, 0.112614 | 0.01545, 0.0198959, 0.0110041 | 0.002821, 0.00385725, 0.00178475 | 0.141, 0.178626, 0.103374 | 0.34668, 0.399091, 0.294268 | 
| tanbeta = 10, m0 = 620 m12 = 300 | 0.016734, 0.0182215, 0.0152465 | 0.0149885, 0.0186336, 0.0113435 | 0.364627, 0.38474, 0.344514 | 0.000144768, 0.000153726, 0.000135811 | 0.0219324, 0.02591, 0.0179549 | 0.10159, 0.115259, 0.0879219 | 0.01134, 0.014715, 0.00796503 | 0.002088, 0.00288158, 0.00129442 | 0.0849, 0.108932, 0.060868 | 0.238445, 0.276093, 0.200797 | 
| tanbeta = 10, m0 = 620 m12 = 320 | 0.0120493, 0.0131347, 0.0109639 | 0.0117786, 0.0146842, 0.00887299 | 0.263864, 0.278156, 0.249572 | 0.000138244, 0.000146691, 0.000129796 | 0.0163486, 0.0194091, 0.0132881 | 0.0792094, 0.0898502, 0.0685685 | 0.008303, 0.0108696, 0.00573635 | 0.00154, 0.00215094, 0.000929064 | 0.0520668, 0.0677085, 0.0364251 | 0.165084, 0.192725, 0.137442 | 
| tanbeta = 10, m0 = 620 m12 = 340 | 0.00872599, 0.00949303, 0.00795895 | 0.00925839, 0.011589, 0.00692782 | 0.194176, 0.204588, 0.183764 | 0.000131856, 0.000139842, 0.00012387 | 0.012224, 0.0146438, 0.00980417 | 0.0617449, 0.0701679, 0.053322 | 0.006103, 0.00805937, 0.00414663 | 0.001144, 0.00161976, 0.000668244 | 0.0322621, 0.0426354, 0.0218888 | 0.114965, 0.135313, 0.0946166 | 
| tanbeta = 10, m0 = 620 m12 = 360 | 0.0063559, 0.0069213, 0.0057905 | 0.00728735, 0.00914979, 0.00542492 | 0.144675, 0.152358, 0.136992 | 0.000125409, 0.000133058, 0.000117761 | 0.00906267, 0.0109669, 0.0071584 | 0.0481225, 0.0547378, 0.0415072 | 0.004492, 0.00598524, 0.00299876 | 0.000843, 0.00120622, 0.000479783 | 0.0203295, 0.0273229, 0.013336 | 0.0808747, 0.0960356, 0.0657138 | 
| tanbeta = 10, m0 = 620 m12 = 380 | 0.00465249, 0.00506451, 0.00424046 | 0.00575023, 0.00724495, 0.00425552 | 0.109355, 0.115131, 0.103579 | 0.000119057, 0.000126236, 0.000111877 | 0.00674781, 0.00825339, 0.00524223 | 0.0375058, 0.0427651, 0.0322465 | 0.003313, 0.00445754, 0.00216846 | 0.000619, 0.000896872, 0.000341128 | 0.0130044, 0.0178316, 0.00817711 | 0.0570495, 0.0684227, 0.0456763 | 
| tanbeta = 10, m0 = 620 m12 = 400 | 0.00341708, 0.0037139, 0.00312025 | 0.00452994, 0.00573164, 0.00332823 | 0.0834669, 0.0878073, 0.0791265 | 0.000112811, 0.000119535, 0.000106088 | 0.0050236, 0.00621239, 0.00383481 | 0.029181, 0.0332732, 0.0250888 | 0.002456, 0.00333541, 0.00157659 | 0.000456, 0.000668393, 0.000243607 | 0.00833491, 0.0116002, 0.00506966 | 0.0403653, 0.0489166, 0.031814 | 
| tanbeta = 10, m0 = 620 m12 = 420 | 0.00251927, 0.00273036, 0.00230818 | 0.00357612, 0.0045397, 0.00261253 | 0.064324, 0.0676533, 0.0609947 | 0.000106553, 0.000112866, 0.00010024 | 0.00369943, 0.00461848, 0.00278039 | 0.0225659, 0.0257818, 0.01935 | 0.001812, 0.00248583, 0.00113817 | 0.0003354, 0.000497675, 0.000173125 | 0.00548224, 0.00776104, 0.00320344 | 0.0287771, 0.0351221, 0.022432 | 
| tanbeta = 10, m0 = 620 m12 = 440 | 0.0018626, 0.00201619, 0.00170901 | 0.00283273, 0.00361454, 0.00205092 | 0.0500147, 0.0525878, 0.0474416 | 0.000100637, 0.000106614, 9.46588e-05 | 0.00273758, 0.00345871, 0.00201645 | 0.0175518, 0.0200695, 0.015034 | 0.001256, 0.00175813, 0.000753869 | 0.0002475, 0.000371823, 0.000123177 | 0.00358004, 0.00515683, 0.00200326 | 0.0203915, 0.0251479, 0.015635 | 
| tanbeta = 10, m0 = 620 m12 = 460 | 0.00138283, 0.00149571, 0.00126995 | 0.00224119, 0.00286914, 0.00161324 | 0.0392131, 0.0412193, 0.0372069 | 9.48278e-05, 0.000100348, 8.9308e-05 | 0.00203001, 0.00259266, 0.00146737 | 0.0135934, 0.015599, 0.0115877 | 0.0009362, 0.00132274, 0.000549664 | 0.0001829, 0.000278429, 8.73713e-05 | 0.00237132, 0.00347674, 0.0012659 | 0.0145822, 0.0181671, 0.0109972 | 
| tanbeta = 10, m0 = 620 m12 = 480 | 0.00102778, 0.00110757, 0.000947981 | 0.00177802, 0.00228302, 0.00127303 | 0.0310305, 0.0326227, 0.0294383 | 8.91015e-05, 9.42843e-05, 8.39187e-05 | 0.00150149, 0.00193687, 0.00106611 | 0.010581, 0.012134, 0.00902798 | 0.0006989, 0.00099717, 0.00040063 | 0.0001349, 0.00020806, 6.17396e-05 | 0.0015811, 0.00235505, 0.000807159 | 0.0105302, 0.0132979, 0.00776249 | 
| tanbeta = 10, m0 = 620 m12 = 500 | 0.00076943, 0.000828219, 0.000710641 | 0.00141307, 0.00181966, 0.00100647 | 0.024631, 0.0258888, 0.0233732 | 8.36383e-05, 8.84534e-05, 7.88232e-05 | 0.00110828, 0.00144983, 0.00076673 | 0.00815173, 0.00938917, 0.00691429 | 0.000522, 0.000752949, 0.000291051 | 9.98e-05, 0.000155868, 4.37318e-05 | 0.00106288, 0.00161134, 0.000514426 | 0.00754055, 0.00962538, 0.00545572 | 
| tanbeta = 10, m0 = 620 m12 = 520 | 0.000577059, 0.000619937, 0.000534181 | 0.00112416, 0.00145176, 0.000796561 | 0.0197041, 0.0207036, 0.0187046 | 7.84726e-05, 8.29278e-05, 7.40174e-05 | 0.00082254, 0.00108904, 0.000556044 | 0.0063354, 0.00731438, 0.00535643 | 0.0003918, 0.000570911, 0.000212689 | 7.38e-05, 0.000116864, 3.07358e-05 | 0.000712225, 0.0010966, 0.000327849 | 0.0054443, 0.00703284, 0.00385576 | 
| tanbeta = 10, m0 = 620 m12 = 540 | 0.000431926, 0.000463839, 0.000400013 | 0.000895696, 0.00115975, 0.000631637 | 0.0158435, 0.016646, 0.015041 | 7.33984e-05, 7.75903e-05, 6.92065e-05 | 0.000599701, 0.000803852, 0.000395551 | 0.00485516, 0.0056207, 0.00408962 | 0.0002941, 0.000433112, 0.000155088 | 5.45e-05, 8.75115e-05, 2.14885e-05 | 0.000480953, 0.000752225, 0.00020968 | 0.00391033, 0.00511588, 0.00270477 | 
| tanbeta = 10, m0 = 620 m12 = 560 | 0.000323608, 0.000346602, 0.000300615 | 0.00071524, 0.000929013, 0.000501467 | 0.012795, 0.0134422, 0.0121478 | 6.86304e-05, 7.24649e-05, 6.47959e-05 | 0.000447578, 0.00060798, 0.000287176 | 0.00377176, 0.00437527, 0.00316825 | 0.0002218, 0.000330652, 0.000112948 | 4.04e-05, 6.57603e-05, 1.50397e-05 | 0.000329335, 0.000522619, 0.00013605 | 0.00284216, 0.00375952, 0.00192481 | 
| tanbeta = 10, m0 = 620 m12 = 580 | 0.000243782, 0.000261612, 0.000225953 | 0.000571921, 0.000745361, 0.000398481 | 0.010384, 0.0109095, 0.00985848 | 6.40821e-05, 6.76715e-05, 6.04927e-05 | 0.000329844, 0.000454126, 0.000205563 | 0.00290924, 0.00337669, 0.00244178 | 0.0001675, 0.000252448, 8.25523e-05 | 2.984e-05, 4.9334e-05, 1.0346e-05 | 0.000224198, 0.000361464, 8.69327e-05 | 0.00206155, 0.00276217, 0.00136093 | 
| tanbeta = 10, m0 = 620 m12 = 600 | 0.000184214, 0.00019819, 0.000170238 | 0.000457919, 0.000598505, 0.000317332 | 0.00845727, 0.00888419, 0.00803035 | 5.97415e-05, 6.30096e-05, 5.64735e-05 | 0.000241502, 0.000337257, 0.000145746 | 0.00222368, 0.0025899, 0.00185747 | 0.0001265, 0.000192867, 6.01329e-05 | 2.214e-05, 3.70846e-05, 7.19537e-06 | 0.000154123, 0.000251869, 5.63764e-05 | 0.00149351, 0.00203075, 0.000956276 | 
| tanbeta = 10, m0 = 620 m12 = 620 | 0.000139496, 0.000150489, 0.000128503 | 0.000366841, 0.000480392, 0.000253289 | 0.00692146, 0.00727169, 0.00657123 | 5.56914e-05, 5.87836e-05, 5.25993e-05 | 0.000178317, 0.00025281, 0.000103824 | 0.0017188, 0.00200455, 0.00143306 | 9.576e-05, 0.000147679, 4.38406e-05 | 1.635e-05, 2.78495e-05, 4.85052e-06 | 0.000106052, 0.000175673, 3.64316e-05 | 0.00108783, 0.0014937, 0.000681949 | 
| tanbeta = 10, m0 = 620 m12 = 640 | 0.000105975, 0.000114625, 9.73253e-05 | 0.000294222, 0.000386636, 0.000201808 | 0.00568507, 0.00597401, 0.00539613 | 5.18634e-05, 5.46504e-05, 4.90764e-05 | 0.00013179, 0.000189378, 7.42008e-05 | 0.00132567, 0.00155347, 0.00109787 | 7.266e-05, 0.000113397, 3.19227e-05 | 1.215e-05, 2.10162e-05, 3.2838e-06 | 7.25409e-05, 0.000121787, 2.32943e-05 | 0.000785632, 0.00109157, 0.000479693 | 
| tanbeta = 10, m0 = 620 m12 = 660 | 8.06186e-05, 8.75673e-05, 7.36698e-05 | 0.000236497, 0.000311726, 0.000161268 | 0.00468, 0.00491749, 0.00444251 | 4.81849e-05, 5.07259e-05, 4.56439e-05 | 9.61364e-05, 0.000139768, 5.25046e-05 | 0.00101296, 0.0011919, 0.000834006 | 5.523e-05, 8.72452e-05, 2.32148e-05 | 9e-06, 1.57988e-05, 2.20116e-06 | 5.01659e-05, 8.52647e-05, 1.50671e-05 | 0.000568417, 0.000798586, 0.000338248 | 
| tanbeta = 10, m0 = 620 m12 = 680 | 6.14701e-05, 6.70741e-05, 5.58661e-05 | 0.000190262, 0.000251459, 0.000129065 | 0.00385919, 0.00405443, 0.00366395 | 4.47592e-05, 4.71126e-05, 4.24058e-05 | 7.11128e-05, 0.000104966, 3.72598e-05 | 0.000777594, 0.000917876, 0.000637312 | 4.202e-05, 6.716e-05, 1.688e-05 | 6.67e-06, 1.18901e-05, 1.44986e-06 | 3.47645e-05, 5.98312e-05, 9.69768e-06 | 0.000413028, 0.000587478, 0.000238579 | 
| tanbeta = 10, m0 = 620 m12 = 700 | 4.68904e-05, 5.13285e-05, 4.24523e-05 | 0.000153265, 0.000203247, 0.000103283 | 0.00320097, 0.0033637, 0.00303824 | 4.15364e-05, 4.36551e-05, 3.94178e-05 | 5.19806e-05, 7.78267e-05, 2.61345e-05 | 0.000592511, 0.000701753, 0.000483268 | 3.202e-05, 5.18139e-05, 1.22261e-05 | 4.94e-06, 8.95521e-06, 9.24791e-07 | 2.40569e-05, 4.19058e-05, 6.208e-06 | 0.000299587, 0.000431404, 0.00016777 | 
| tanbeta = 10, m0 = 620 m12 = 720 | 3.59056e-05, 3.94359e-05, 3.23753e-05 | 0.000123565, 0.00016433, 8.28e-05 | 0.00266377, 0.00279977, 0.00252777 | 3.85451e-05, 4.04698e-05, 3.66204e-05 | 3.83655e-05, 5.82041e-05, 1.8527e-05 | 0.000454125, 0.000539997, 0.000368252 | 2.444e-05, 4.00475e-05, 8.83251e-06 | 3.66e-06, 6.74308e-06, 5.76922e-07 | 1.68254e-05, 2.96279e-05, 4.02279e-06 | 0.000219087, 0.000319518, 0.000118656 | 
| tanbeta = 10, m0 = 620 m12 = 740 | 2.75303e-05, 3.03848e-05, 2.46758e-05 | 9.9768e-05, 0.000133265, 6.62708e-05 | 0.00220829, 0.00232013, 0.00209645 | 3.573e-05, 3.74619e-05, 3.3998e-05 | 2.80075e-05, 4.3112e-05, 1.2903e-05 | 0.0003454, 0.000411825, 0.000278975 | 1.864e-05, 3.09665e-05, 6.31348e-06 | 2.714e-06, 5.08248e-06, 3.45519e-07 | 1.1603e-05, 2.06421e-05, 2.56393e-06 | 0.00015797, 0.000232924, 8.30168e-05 | 
| tanbeta = 10, m0 = 620 m12 = 760 | 2.10749e-05, 2.34015e-05, 1.87482e-05 | 8.05827e-05, 0.000107943, 5.32226e-05 | 0.00184663, 0.00194096, 0.0017523 | 3.3105e-05, 3.46864e-05, 3.15236e-05 | 2.0406e-05, 3.18642e-05, 8.94778e-06 | 0.000261394, 0.000312947, 0.000209841 | 1.427e-05, 2.40056e-05, 4.53436e-06 | 2.002e-06, 3.81587e-06, 1.88128e-07 | 7.99265e-06, 1.4356e-05, 1.62929e-06 | 0.000114314, 0.000170773, 5.78545e-05 | 
| tanbeta = 10, m0 = 620 m12 = 780 | 1.61604e-05, 1.80546e-05, 1.42663e-05 | 6.5054e-05, 8.74121e-05, 4.26959e-05 | 0.00154396, 0.00162286, 0.00146506 | 3.06557e-05, 3.20851e-05, 2.92263e-05 | 1.48848e-05, 2.35399e-05, 6.22968e-06 | 0.000197148, 0.000236767, 0.000157528 | 1.0898e-05, 1.8601e-05, 3.19496e-06 | 1.487e-06, 2.88168e-06, 9.23226e-08 | 5.52298e-06, 1.0013e-05, 1.03296e-06 | 8.21948e-05, 0.000124144, 4.02457e-05 | 
| tanbeta = 10, m0 = 620 m12 = 800 | 1.23998e-05, 1.39257e-05, 1.08739e-05 | 5.26578e-05, 7.10248e-05, 3.42908e-05 | 0.00129324, 0.00135956, 0.00122692 | 2.83788e-05, 2.96614e-05, 2.70963e-05 | 1.09301e-05, 1.75129e-05, 4.34726e-06 | 0.000150166, 0.00018085, 0.000119483 | 8.363e-06, 1.44686e-05, 2.25738e-06 | 1.099e-06, 2.16449e-06, 3.35076e-08 | 3.83e-06, 7.02012e-06, 6.3988e-07 | 5.96499e-05, 9.11495e-05, 2.81503e-05 | 
| tanbeta = 10, m0 = 620 m12 = 820 | 9.52878e-06, 1.07762e-05, 8.2814e-06 | 4.26521e-05, 5.77382e-05, 2.75661e-05 | 0.00108581, 0.00114169, 0.00102993 | 2.62547e-05, 2.74246e-05, 2.50849e-05 | 7.96516e-06, 1.2946e-05, 2.98436e-06 | 0.000113438, 0.000137391, 8.94843e-05 | 6.4e-06, 1.12094e-05, 1.59056e-06 | 8.11e-07, 1.62739e-06, -5.3933e-09 | 2.62e-06, 4.8782e-06, 3.61798e-07 | 4.28852e-05, 6.62898e-05, 1.94805e-05 | 
| tanbeta = 10, m0 = 620 m12 = 840 | 7.32305e-06, 8.34139e-06, 6.30471e-06 | 3.45519e-05, 4.70057e-05, 2.20982e-05 | 0.000913011, 0.000960322, 0.0008657 | 2.43031e-05, 2.53544e-05, 2.32517e-05 | 5.78467e-06, 9.53111e-06, 2.03823e-06 | 8.52606e-05, 0.000103802, 6.67196e-05 | 4.906e-06, 8.71148e-06, 1.10052e-06 | 5.99e-07, 1.22379e-06, -2.57871e-08 | 1.78e-06, 3.36808e-06, 1.91925e-07 | 3.06895e-05, 4.79234e-05, 1.34556e-05 | 
| tanbeta = 10, m0 = 620 m12 = 860 | 5.63622e-06, 6.47183e-06, 4.80061e-06 | 2.80035e-05, 3.81785e-05, 1.78286e-05 | 0.000768357, 0.000808122, 0.000728592 | 2.24766e-05, 2.34131e-05, 2.15402e-05 | 4.20014e-06, 7.01356e-06, 1.38672e-06 | 6.39226e-05, 7.82144e-05, 4.96308e-05 | 3.761e-06, 6.77459e-06, 7.47414e-07 | 4.42e-07, 9.18184e-07, -3.41836e-08 | 1.22e-06, 2.3453e-06, 9.46987e-08 | 2.20394e-05, 3.47829e-05, 9.29595e-06 | 
| tanbeta = 10, m0 = 620 m12 = 880 | 4.33241e-06, 5.01885e-06, 3.64596e-06 | 2.27179e-05, 3.11019e-05, 1.43339e-05 | 0.000647824, 0.000681606, 0.000614042 | 2.07891e-05, 2.16313e-05, 1.99469e-05 | 3.04138e-06, 5.13829e-06, 9.44469e-07 | 4.76641e-05, 5.85527e-05, 3.67756e-05 | 2.888e-06, 5.27424e-06, 5.01758e-07 | 3.26e-07, 6.89206e-07, -3.72063e-08 | 8.19e-07, 1.59769e-06, 4.03104e-08 | 1.56651e-05, 2.50161e-05, 6.31416e-06 | 
| tanbeta = 10, m0 = 620 m12 = 900 | 3.33392e-06, 3.89179e-06, 2.77605e-06 | 1.84381e-05, 2.533e-05, 1.15463e-05 | 0.000547469, 0.000575947, 0.000518991 | 1.92128e-05, 1.9976e-05, 1.84497e-05 | 2.19799e-06, 3.76031e-06, 6.35665e-07 | 3.55708e-05, 4.39198e-05, 2.72218e-05 | 2.212e-06, 4.09967e-06, 3.24328e-07 | 2.4e-07, 5.1615e-07, -3.61502e-08 | 5.55e-07, 1.09933e-06, 1.06729e-08 | 1.12147e-05, 1.81215e-05, 4.3078e-06 | 
| tanbeta = 10, m0 = 620 m12 = 920 | 2.56884e-06, 3.02337e-06, 2.11432e-06 | 1.49704e-05, 2.0635e-05, 9.30587e-06 | 0.000462679, 0.000486917, 0.000438441 | 1.77762e-05, 1.84815e-05, 1.70709e-05 | 1.57e-06, 2.9291e-06, 2.10897e-07 | 2.45579e-05, 3.24143e-05, 1.67015e-05 | 1.6971e-06, 3.18932e-06, 2.04883e-07 | 1.761e-07, 3.85977e-07, -3.37774e-08 | 2.54e-07, 6.70756e-07, -1.62756e-07 | 7.07e-06, 1.23441e-05, 1.79589e-06 | 
| tanbeta = 10, m0 = 620 m12 = 940 | 1.98023e-06, 2.34691e-06, 1.61356e-06 | 1.21619e-05, 1.68365e-05, 7.48739e-06 | 0.000392031, 0.000412762, 0.0003713 | 1.64404e-05, 1.70731e-05, 1.58077e-05 | 1.13e-06, 2.13901e-06, 1.20987e-07 | 1.82042e-05, 2.41981e-05, 1.22103e-05 | 1.3015e-06, 2.48244e-06, 1.20556e-07 | 1.288e-07, 2.8778e-07, -3.01804e-08 | 1.67e-07, 4.51085e-07, -1.17085e-07 | 4.97e-06, 8.77974e-06, 1.16026e-06 | 
| tanbeta = 10, m0 = 620 m12 = 960 | 1.52707e-06, 1.82244e-06, 1.2317e-06 | 9.87807e-06, 1.37246e-05, 6.03156e-06 | 0.00033189, 0.000349201, 0.000314579 | 1.52021e-05, 1.57767e-05, 1.46274e-05 | 8.08e-07, 1.55238e-06, 6.36224e-08 | 1.3404e-05, 1.7937e-05, 8.87096e-06 | 1.0005e-06, 1.936e-06, 6.50011e-08 | 9.43e-08, 2.14383e-07, -2.57834e-08 | 1.1e-07, 3.01742e-07, -8.17415e-08 | 3.47e-06, 6.19851e-06, 7.41492e-07 | 
| tanbeta = 10, m0 = 620 m12 = 980 | 1.17526e-06, 1.41547e-06, 9.35048e-07 | 8.028e-06, 1.11915e-05, 4.8645e-06 | 0.000281749, 0.000296377, 0.000267121 | 1.40692e-05, 1.45905e-05, 1.35479e-05 | 5.76e-07, 1.11983e-06, 3.2172e-08 | 9.89293e-06, 1.33263e-05, 6.45953e-06 | 7.684e-07, 1.50661e-06, 3.01927e-08 | 6.88e-08, 1.59059e-07, -2.14592e-08 | 7.13e-08, 1.99919e-07, -5.73191e-08 | 2.42e-06, 4.37337e-06, 4.66629e-07 | 
| tanbeta = 10, m0 = 620 m12 = 1000 | 9.04069e-07, 1.09585e-06, 7.12288e-07 | 6.52978e-06, 9.13591e-06, 3.92365e-06 | 0.000239692, 0.000252019, 0.000227365 | 1.30086e-05, 1.34864e-05, 1.25308e-05 | 4.1e-07, 8.07774e-07, 1.22257e-08 | 7.23772e-06, 9.79627e-06, 4.67918e-06 | 5.891e-07, 1.17391e-06, 4.2856e-09 | 5e-08, 1.17814e-07, -1.78144e-08 | 4.59e-08, 1.31252e-07, -3.94523e-08 | 1.67e-06, 3.05193e-06, 2.88066e-07 | 
| tanbeta = 10, m0 = 640 m12 = 100 | 0.68056, 0.737021, 0.624099 | 0.112517, 0.136283, 0.0887511 | 105.112, 115.328, 94.896 | 0.000156986, 0.000166838, 0.000147135 | 0.21, 0.241526, 0.178474 | 0.736828, 0.843472, 0.630184 | 0.1985, 0.241576, 0.155424 | 0.02723, 0.0343863, 0.0200737 | 74.9564, 87.5438, 62.3689 | 14.6089, 16.7565, 12.4613 | 
| tanbeta = 10, m0 = 640 m12 = 120 | 0.450917, 0.492148, 0.409686 | 0.0956979, 0.116268, 0.0751278 | 33.7125, 36.5867, 30.8383 | 0.000154501, 0.000164163, 0.00014484 | 0.178, 0.204824, 0.151176 | 0.635902, 0.726457, 0.545348 | 0.1515, 0.185315, 0.117685 | 0.02211, 0.0281204, 0.0160996 | 28.1144, 32.8473, 23.3816 | 8.9689, 10.2434, 7.69438 | 
| tanbeta = 10, m0 = 640 m12 = 140 | 0.28916, 0.311123, 0.267197 | 0.0801343, 0.0974865, 0.062782 | 15.0234, 16.1673, 13.8795 | 0.000151474, 0.000161021, 0.000141927 | 0.147, 0.169375, 0.124625 | 0.536454, 0.611736, 0.461173 | 0.1152, 0.141643, 0.0887574 | 0.01753, 0.0224849, 0.0125751 | 11.8, 13.7754, 9.82458 | 5.62813, 6.38737, 4.86889 | 
