 | Sub-processes | ng | ns | nn | ll | sb | ss | tb | bb | gg | sg |
 |(scale=1.0) m0=1840, m1/2=320, tanbeta=10, A0=0, sign(mu)=+ve| 0.0016089 | 5.10764e-05 | 0.287489 | 9.6255e-10 | 1.46e-06 | 1.98e-05 | 3.2701e-05 | 6.663e-07 | 0.0375 | 0.00238 |
 |(scale=1.0) m0=1840, m1/2=340, tanbeta=10, A0=0, sign(mu)=+ve| 0.0012554 | 4.62854e-05 | 0.216514 | 9.5059e-10 | 1.29e-06 | 1.79e-05 | 2.8223e-05 | 5.828e-07 | 0.023 | 0.0018 |
 |(scale=1.0) m0=1840, m1/2=360, tanbeta=10, A0=0, sign(mu)=+ve| 0.00097917 | 4.18806e-05 | 0.164341 | 9.3531e-10 | 1.14e-06 | 1.6e-05 | 2.4253e-05 | 5.066e-07 | 0.0143 | 0.00137 |
 |(scale=1.0) m0=1840, m1/2=380, tanbeta=10, A0=0, sign(mu)=+ve| 0.00076368 | 3.76538e-05 | 0.126254 | 9.2309e-10 | 9.91e-07 | 1.42e-05 | 2.069e-05 | 4.376e-07 | 0.00903 | 0.00104 |
 |(scale=1.0) m0=1840, m1/2=400, tanbeta=10, A0=0, sign(mu)=+ve| 0.000597645 | 3.37062e-05 | 0.0976863 | 9.0985e-10 | 8.58e-07 | 1.25e-05 | 1.7634e-05 | 3.759e-07 | 0.00575 | 0.000785 |
 |(scale=1.0) m0=1840, m1/2=420, tanbeta=10, A0=0, sign(mu)=+ve| 0.000467123 | 3.01672e-05 | 0.0761941 | 8.9551e-10 | 7.37e-07 | 1.1e-05 | 1.4985e-05 | 3.215e-07 | 0.00368 | 0.000595 |
 |(scale=1.0) m0=1840, m1/2=440, tanbeta=10, A0=0, sign(mu)=+ve| 0.000364865 | 2.68938e-05 | 0.0598375 | 8.8183e-10 | 6.29e-07 | 9.52e-06 | 1.2041e-05 | 2.733e-07 | 0.00238 | 0.000451 |
 |(scale=1.0) m0=1840, m1/2=460, tanbeta=10, A0=0, sign(mu)=+ve| 0.000284779 | 2.38649e-05 | 0.0473186 | 8.66e-10 | 5.32e-07 | 8.2e-06 | 1.0503e-05 | 2.303e-07 | 0.00155 | 0.000341 |
 |(scale=1.0) m0=1840, m1/2=480, tanbeta=10, A0=0, sign(mu)=+ve| 0.000223487 | 2.11459e-05 | 0.0377091 | 8.5115e-10 | 4.48e-07 | 7.02e-06 | 8.88e-06 | 1.9363e-07 | 0.00102 | 0.000258 |
 |(scale=1.0) m0=1840, m1/2=500, tanbeta=10, A0=0, sign(mu)=+ve| 0.00017508 | 1.86635e-05 | 0.0300695 | 8.3415e-10 | 3.74e-07 | 5.97e-06 | 7.462e-06 | 1.6212e-07 | 0.00067 | 0.000195 |
 |(scale=1.0) m0=1840, m1/2=520, tanbeta=10, A0=0, sign(mu)=+ve| 0.000137017 | 1.64424e-05 | 0.024168 | 8.184e-10 | 3.1e-07 | 5.03e-06 | 6.227e-06 | 1.3479e-07 | 0.000443 | 0.000147 |
 |(scale=1.0) m0=1840, m1/2=540, tanbeta=10, A0=0, sign(mu)=+ve| 0.00010735 | 1.44421e-05 | 0.0194913 | 8.0327e-10 | 2.55e-07 | 4.22e-06 | 5.187e-06 | 1.1167e-07 | 0.000295 | 0.000111 |
 |(scale=1.0) m0=1840, m1/2=560, tanbeta=10, A0=0, sign(mu)=+ve| 8.40273e-05 | 1.26604e-05 | 0.0157811 | 7.8717e-10 | 2.09e-07 | 3.51e-06 | 4.3097e-06 | 9.199e-08 | 0.000196 | 8.3e-05 |
 |(scale=1.0) m0=1840, m1/2=580, tanbeta=10, A0=0, sign(mu)=+ve| 6.59697e-05 | 1.10555e-05 | 0.0128186 | 7.7002e-10 | 1.69e-07 | 2.9e-06 | 3.5252e-06 | 7.536e-08 | 0.000131 | 6.21e-05 |
 |(scale=1.0) m0=1840, m1/2=600, tanbeta=10, A0=0, sign(mu)=+ve| 5.1766e-05 | 9.6584e-06 | 0.0104621 | 7.523e-10 | 1.37e-07 | 2.38e-06 | 2.8931e-06 | 6.156e-08 | 8.78e-05 | 4.64e-05 |
 |(scale=1.0) m0=1840, m1/2=620, tanbeta=10, A0=0, sign(mu)=+ve| 4.06208e-05 | 8.3958e-06 | 0.00855479 | 7.364e-10 | 1.09e-07 | 1.95e-06 | 2.373e-06 | 4.997e-08 | 5.89e-05 | 3.45e-05 |
 |(scale=1.0) m0=1840, m1/2=640, tanbeta=10, A0=0, sign(mu)=+ve| 3.18306e-05 | 7.30398e-06 | 0.00701277 | 7.202e-10 | 8.7e-08 | 1.58e-06 | 1.9447e-06 | 4.038e-08 | 3.96e-05 | 2.57e-05 |
 |(scale=1.0) m0=1840, m1/2=660, tanbeta=10, A0=0, sign(mu)=+ve| 2.49628e-05 | 6.31294e-06 | 0.00576986 | 7.032e-10 | 6.86e-08 | 1.27e-06 | 1.5879e-06 | 3.257e-08 | 2.67e-05 | 1.9e-05 |
 |(scale=1.0) m0=1840, m1/2=680, tanbeta=10, A0=0, sign(mu)=+ve| 1.96018e-05 | 5.46328e-06 | 0.00475553 | 6.862e-10 | 5.38e-08 | 1.01e-06 | 1.2923e-06 | 2.603e-08 | 1.8e-05 | 1.4e-05 |
 |(scale=1.0) m0=1840, m1/2=700, tanbeta=10, A0=0, sign(mu)=+ve| 1.53891e-05 | 4.72052e-06 | 0.00393293 | 6.702e-10 | 4.19e-08 | 8.07e-07 | 1.0578e-06 | 2.076e-08 | 1.21e-05 | 1.03e-05 |
 |(scale=1.0) m0=1840, m1/2=720, tanbeta=10, A0=0, sign(mu)=+ve| 1.20802e-05 | 4.0583e-06 | 0.00325595 | 6.531e-10 | 3.23e-08 | 6.37e-07 | 8.591e-07 | 1.6533e-08 | 8.21e-06 | 7.53e-06 |
 |(scale=1.0) m0=1840, m1/2=740, tanbeta=10, A0=0, sign(mu)=+ve| 9.48149e-06 | 3.49211e-06 | 0.00270578 | 6.363e-10 | 2.47e-08 | 5e-07 | 6.981e-07 | 1.3052e-08 | 5.53e-06 | 5.49e-06 |
 |(scale=1.0) m0=1840, m1/2=760, tanbeta=10, A0=0, sign(mu)=+ve| 7.45713e-06 | 2.99878e-06 | 0.00224548 | 6.207e-10 | 1.88e-08 | 3.89e-07 | 5.6575e-07 | 1.0277e-08 | 3.73e-06 | 3.99e-06 |
 |(scale=1.0) m0=1840, m1/2=80, tanbeta=10, A0=0, sign(mu)=+ve| 0.037778 | 0.00011366 | 162.929 | 1.05805e-09 | 3.42e-06 | 3.42e-05 | 9.894e-05 | 1.8051e-06 | 184 | 0.0857 |
 |(scale=1.0) m0=1860, m1/2=100, tanbeta=10, A0=0, sign(mu)=+ve| 0.028469 | 9.9463e-05 | 48.2912 | 8.611e-10 | 2.8e-06 | 2.83e-05 | 8.574e-05 | 1.5003e-06 | 59 | 0.0558 |
 |(scale=1.0) m0=1860, m1/2=120, tanbeta=10, A0=0, sign(mu)=+ve| 0.0213457 | 9.5455e-05 | 20.3682 | 8.5591e-10 | 2.69e-06 | 2.8e-05 | 8.227e-05 | 1.4378e-06 | 22.1 | 0.0401 |
 |(scale=1.0) m0=1860, m1/2=140, tanbeta=10, A0=0, sign(mu)=+ve| 0.0161549 | 9.1034e-05 | 10.3669 | 8.5242e-10 | 2.58e-06 | 2.76e-05 | 7.789e-05 | 1.3651e-06 | 9.3 | 0.0293 |
 |(scale=1.0) m0=1860, m1/2=160, tanbeta=10, A0=0, sign(mu)=+ve| 0.0122946 | 8.6206e-05 | 5.8747 | 8.4747e-10 | 2.45e-06 | 2.7e-05 | 7.271e-05 | 1.282e-06 | 4.25 | 0.0215 |
 |(scale=1.0) m0=1860, m1/2=180, tanbeta=10, A0=0, sign(mu)=+ve| 0.0093863 | 8.1306e-05 | 3.57442 | 8.4106e-10 | 2.31e-06 | 2.62e-05 | 6.722e-05 | 1.1988e-06 | 2.07 | 0.016 |
 |(scale=1.0) m0=1860, m1/2=200, tanbeta=10, A0=0, sign(mu)=+ve| 0.0072009 | 7.6196e-05 | 2.28689 | 8.3525e-10 | 2.17e-06 | 2.52e-05 | 6.143e-05 | 1.1054e-06 | 1.06 | 0.0119 |
 |(scale=1.0) m0=1860, m1/2=220, tanbeta=10, A0=0, sign(mu)=+ve| 0.0055412 | 7.10217e-05 | 1.52148 | 8.2846e-10 | 2.01e-06 | 2.41e-05 | 5.5537e-05 | 1.0139e-06 | 0.569 | 0.00895 |
 |(scale=1.0) m0=1860, m1/2=240, tanbeta=10, A0=0, sign(mu)=+ve| 0.0042839 | 6.58979e-05 | 1.0465 | 8.2194e-10 | 1.85e-06 | 2.28e-05 | 4.9646e-05 | 9.194e-07 | 0.314 | 0.00674 |
 |(scale=1.0) m0=1860, m1/2=260, tanbeta=10, A0=0, sign(mu)=+ve| 0.0033175 | 6.0871e-05 | 0.736199 | 8.1436e-10 | 1.7e-06 | 2.13e-05 | 4.426e-05 | 8.299e-07 | 0.179 | 0.00508 |
 |(scale=1.0) m0=1860, m1/2=280, tanbeta=10, A0=0, sign(mu)=+ve| 0.00257998 | 5.60344e-05 | 0.529067 | 8.0525e-10 | 1.54e-06 | 1.98e-05 | 3.9076e-05 | 7.416e-07 | 0.104 | 0.00384 |
 |(scale=1.0) m0=1860, m1/2=300, tanbeta=10, A0=0, sign(mu)=+ve| 0.00200281 | 5.12449e-05 | 0.38672 | 7.9625e-10 | 1.38e-06 | 1.82e-05 | 3.4098e-05 | 6.584e-07 | 0.0617 | 0.00291 |
 |(scale=1.0) m0=1860, m1/2=320, tanbeta=10, A0=0, sign(mu)=+ve| 0.00155968 | 4.67201e-05 | 0.287346 | 7.8554e-10 | 1.24e-06 | 1.66e-05 | 2.9725e-05 | 5.803e-07 | 0.0374 | 0.00221 |
 |(scale=1.0) m0=1860, m1/2=340, tanbeta=10, A0=0, sign(mu)=+ve| 0.00121845 | 4.23647e-05 | 0.216497 | 7.7527e-10 | 1.09e-06 | 1.5e-05 | 2.5759e-05 | 5.095e-07 | 0.0229 | 0.00167 |
 |(scale=1.0) m0=1860, m1/2=360, tanbeta=10, A0=0, sign(mu)=+ve| 0.00095053 | 3.82976e-05 | 0.164419 | 7.6561e-10 | 9.62e-07 | 1.35e-05 | 2.2098e-05 | 4.438e-07 | 0.0143 | 0.00127 |
 |(scale=1.0) m0=1860, m1/2=380, tanbeta=10, A0=0, sign(mu)=+ve| 0.00074259 | 3.45378e-05 | 0.126237 | 7.5583e-10 | 8.39e-07 | 1.2e-05 | 1.8943e-05 | 3.843e-07 | 0.00901 | 0.000962 |
 |(scale=1.0) m0=1860, m1/2=400, tanbeta=10, A0=0, sign(mu)=+ve| 0.000580197 | 3.10257e-05 | 0.0977744 | 7.4393e-10 | 7.26e-07 | 1.06e-05 | 1.6094e-05 | 3.301e-07 | 0.00573 | 0.000729 |
 |(scale=1.0) m0=1860, m1/2=420, tanbeta=10, A0=0, sign(mu)=+ve| 0.000453563 | 2.7668e-05 | 0.0762845 | 7.317e-10 | 6.24e-07 | 9.25e-06 | 1.3651e-05 | 2.82e-07 | 0.00367 | 0.000553 |
 |(scale=1.0) m0=1860, m1/2=440, tanbeta=10, A0=0, sign(mu)=+ve| 0.00035498 | 2.47257e-05 | 0.06003 | 7.2015e-10 | 5.33e-07 | 8.04e-06 | 9.802e-06 | 2.402e-07 | 0.00237 | 0.000419 |
 |(scale=1.0) m0=1860, m1/2=460, tanbeta=10, A0=0, sign(mu)=+ve| 0.000278257 | 2.19768e-05 | 0.0474328 | 7.0776e-10 | 4.51e-07 | 6.94e-06 | 9.559e-06 | 2.0253e-07 | 0.00155 | 0.000317 |
 |(scale=1.0) m0=1860, m1/2=480, tanbeta=10, A0=0, sign(mu)=+ve| 0.000217654 | 1.94802e-05 | 0.0377019 | 6.952e-10 | 3.8e-07 | 5.94e-06 | 8.14e-06 | 1.7109e-07 | 0.00101 | 0.00024 |
 |(scale=1.0) m0=1860, m1/2=500, tanbeta=10, A0=0, sign(mu)=+ve| 0.000170603 | 1.722e-05 | 0.0300988 | 6.8266e-10 | 3.17e-07 | 5.05e-06 | 6.845e-06 | 1.4283e-07 | 0.000667 | 0.000181 |
 |(scale=1.0) m0=1860, m1/2=520, tanbeta=10, A0=0, sign(mu)=+ve| 0.000133672 | 1.51843e-05 | 0.0241876 | 6.7056e-10 | 2.63e-07 | 4.26e-06 | 5.734e-06 | 1.1873e-07 | 0.000442 | 0.000137 |
 |(scale=1.0) m0=1860, m1/2=540, tanbeta=10, A0=0, sign(mu)=+ve| 0.000104816 | 1.33492e-05 | 0.0195307 | 6.5761e-10 | 2.17e-07 | 3.58e-06 | 4.786e-06 | 9.847e-08 | 0.000294 | 0.000103 |
 |(scale=1.0) m0=1860, m1/2=560, tanbeta=10, A0=0, sign(mu)=+ve| 8.21931e-05 | 1.17111e-05 | 0.0158109 | 6.433e-10 | 1.77e-07 | 2.98e-06 | 3.9707e-06 | 8.125e-08 | 0.000196 | 7.72e-05 |
 |(scale=1.0) m0=1860, m1/2=580, tanbeta=10, A0=0, sign(mu)=+ve| 6.44722e-05 | 1.02505e-05 | 0.0128497 | 6.294e-10 | 1.44e-07 | 2.46e-06 | 3.2679e-06 | 6.665e-08 | 0.000131 | 5.78e-05 |
 |(scale=1.0) m0=1860, m1/2=600, tanbeta=10, A0=0, sign(mu)=+ve| 5.05228e-05 | 8.93645e-06 | 0.0104722 | 6.164e-10 | 1.16e-07 | 2.02e-06 | 2.6872e-06 | 5.446e-08 | 8.75e-05 | 4.32e-05 |
 |(scale=1.0) m0=1860, m1/2=60, tanbeta=10, A0=0, sign(mu)=+ve| 0.03679 | 0.000105886 | 11.8434 | 8.7013e-10 | 2.94e-06 | 2.86e-05 | 8.794e-05 | 1.574e-06 | 759 | 0.116 |
 |(scale=1.0) m0=1860, m1/2=620, tanbeta=10, A0=0, sign(mu)=+ve| 3.96724e-05 | 7.78548e-06 | 0.00857504 | 6.032e-10 | 9.29e-08 | 1.65e-06 | 2.1983e-06 | 4.427e-08 | 5.87e-05 | 3.22e-05 |
 |(scale=1.0) m0=1860, m1/2=640, tanbeta=10, A0=0, sign(mu)=+ve| 3.11349e-05 | 6.77583e-06 | 0.00703294 | 5.894e-10 | 7.39e-08 | 1.34e-06 | 1.8009e-06 | 3.585e-08 | 3.95e-05 | 2.39e-05 |
 |(scale=1.0) m0=1860, m1/2=660, tanbeta=10, A0=0, sign(mu)=+ve| 2.44505e-05 | 5.87705e-06 | 0.00578392 | 5.761e-10 | 5.83e-08 | 1.08e-06 | 1.4649e-06 | 2.891e-08 | 2.66e-05 | 1.77e-05 |
 |(scale=1.0) m0=1860, m1/2=680, tanbeta=10, A0=0, sign(mu)=+ve| 1.91886e-05 | 5.07583e-06 | 0.00477766 | 5.62e-10 | 4.56e-08 | 8.62e-07 | 1.1999e-06 | 2.312e-08 | 1.79e-05 | 1.3e-05 |
 |(scale=1.0) m0=1860, m1/2=700, tanbeta=10, A0=0, sign(mu)=+ve| 1.50769e-05 | 4.39007e-06 | 0.00394498 | 5.489e-10 | 3.55e-08 | 6.85e-07 | 9.819e-07 | 1.849e-08 | 1.21e-05 | 9.57e-06 |
 |(scale=1.0) m0=1860, m1/2=720, tanbeta=10, A0=0, sign(mu)=+ve| 1.18486e-05 | 3.78775e-06 | 0.00327135 | 5.347e-10 | 2.74e-08 | 5.41e-07 | 7.986e-07 | 1.4701e-08 | 8.16e-06 | 7.01e-06 |
 |(scale=1.0) m0=1860, m1/2=740, tanbeta=10, A0=0, sign(mu)=+ve| 9.30026e-06 | 3.26132e-06 | 0.00270922 | 5.218e-10 | 2.09e-08 | 4.24e-07 | 6.4994e-07 | 1.1648e-08 | 5.5e-06 | 5.11e-06 |
 |(scale=1.0) m0=1860, m1/2=760, tanbeta=10, A0=0, sign(mu)=+ve| 7.32034e-06 | 2.79855e-06 | 0.00225879 | 5.078e-10 | 1.59e-08 | 3.3e-07 | 5.2781e-07 | 9.136e-09 | 3.7e-06 | 3.71e-06 |
 |(scale=1.0) m0=1880, m1/2=100, tanbeta=10, A0=0, sign(mu)=+ve| 0.027402 | 9.0304e-05 | 48.4251 | 7.0368e-10 | 2.36e-06 | 2.36e-05 | 7.685e-05 | 1.3002e-06 | 58.9 | 0.0515 |
 |(scale=1.0) m0=1880, m1/2=120, tanbeta=10, A0=0, sign(mu)=+ve| 0.0206214 | 8.6784e-05 | 20.3713 | 6.9908e-10 | 2.27e-06 | 2.33e-05 | 7.389e-05 | 1.2482e-06 | 22.1 | 0.037 |
 |(scale=1.0) m0=1880, m1/2=140, tanbeta=10, A0=0, sign(mu)=+ve| 0.0156296 | 8.272e-05 | 10.3775 | 6.9515e-10 | 2.18e-06 | 2.3e-05 | 7.012e-05 | 1.186e-06 | 9.28 | 0.027 |
 |(scale=1.0) m0=1880, m1/2=160, tanbeta=10, A0=0, sign(mu)=+ve| 0.0118909 | 7.8444e-05 | 5.87472 | 6.9088e-10 | 2.07e-06 | 2.25e-05 | 6.555e-05 | 1.1134e-06 | 4.24 | 0.0199 |
 |(scale=1.0) m0=1880, m1/2=180, tanbeta=10, A0=0, sign(mu)=+ve| 0.0090464 | 7.3881e-05 | 3.56341 | 6.8735e-10 | 1.95e-06 | 2.19e-05 | 6.037e-05 | 1.0366e-06 | 2.07 | 0.0148 |
 |(scale=1.0) m0=1880, m1/2=200, tanbeta=10, A0=0, sign(mu)=+ve| 0.0069499 | 6.9362e-05 | 2.2858 | 6.8253e-10 | 1.83e-06 | 2.1e-05 | 5.5293e-05 | 9.588e-07 | 1.06 | 0.011 |
 |(scale=1.0) m0=1880, m1/2=220, tanbeta=10, A0=0, sign(mu)=+ve| 0.0053517 | 6.4748e-05 | 1.52438 | 6.7759e-10 | 1.7e-06 | 2.01e-05 | 5.0014e-05 | 8.779e-07 | 0.567 | 0.00829 |
 |(scale=1.0) m0=1880, m1/2=240, tanbeta=10, A0=0, sign(mu)=+ve| 0.0041388 | 6.00739e-05 | 1.04641 | 6.6984e-10 | 1.56e-06 | 1.9e-05 | 4.4837e-05 | 7.99e-07 | 0.314 | 0.00624 |
 |(scale=1.0) m0=1880, m1/2=260, tanbeta=10, A0=0, sign(mu)=+ve| 0.0032158 | 5.55478e-05 | 0.736426 | 6.6272e-10 | 1.43e-06 | 1.78e-05 | 3.9962e-05 | 7.212e-07 | 0.179 | 0.00471 |
 |(scale=1.0) m0=1880, m1/2=280, tanbeta=10, A0=0, sign(mu)=+ve| 0.00249178 | 5.11088e-05 | 0.528992 | 6.5636e-10 | 1.3e-06 | 1.66e-05 | 3.5391e-05 | 6.464e-07 | 0.104 | 0.00356 |
 |(scale=1.0) m0=1880, m1/2=300, tanbeta=10, A0=0, sign(mu)=+ve| 0.00194319 | 4.67762e-05 | 0.386788 | 6.4947e-10 | 1.17e-06 | 1.53e-05 | 3.1023e-05 | 5.747e-07 | 0.0617 | 0.0027 |
 |(scale=1.0) m0=1880, m1/2=320, tanbeta=10, A0=0, sign(mu)=+ve| 0.00151548 | 4.26841e-05 | 0.287411 | 6.4179e-10 | 1.04e-06 | 1.39e-05 | 2.696e-05 | 5.072e-07 | 0.0373 | 0.00205 |
 |(scale=1.0) m0=1880, m1/2=340, tanbeta=10, A0=0, sign(mu)=+ve| 0.00118259 | 3.87667e-05 | 0.216456 | 6.3349e-10 | 9.25e-07 | 1.26e-05 | 2.3402e-05 | 4.458e-07 | 0.0229 | 0.00155 |
 |(scale=1.0) m0=1880, m1/2=360, tanbeta=10, A0=0, sign(mu)=+ve| 0.0009228 | 3.5055e-05 | 0.164399 | 6.2494e-10 | 8.13e-07 | 1.13e-05 | 2.0149e-05 | 3.876e-07 | 0.0143 | 0.00118 |
 |(scale=1.0) m0=1880, m1/2=380, tanbeta=10, A0=0, sign(mu)=+ve| 0.00072243 | 3.16897e-05 | 0.126322 | 6.1661e-10 | 7.1e-07 | 1.01e-05 | 1.7302e-05 | 3.365e-07 | 0.00897 | 0.000893 |
 |(scale=1.0) m0=1880, m1/2=400, tanbeta=10, A0=0, sign(mu)=+ve| 0.00056386 | 2.84809e-05 | 0.097862 | 6.0688e-10 | 6.15e-07 | 8.9e-06 | 1.4759e-05 | 2.896e-07 | 0.00571 | 0.000678 |
 |(scale=1.0) m0=1880, m1/2=420, tanbeta=10, A0=0, sign(mu)=+ve| 0.000441223 | 2.54943e-05 | 0.0763784 | 5.9827e-10 | 5.29e-07 | 7.8e-06 | 1.252e-05 | 2.479e-07 | 0.00367 | 0.000514 |
 |(scale=1.0) m0=1880, m1/2=440, tanbeta=10, A0=0, sign(mu)=+ve| 0.000346296 | 2.27422e-05 | 0.0600269 | 5.884e-10 | 4.51e-07 | 6.78e-06 | 1.0587e-05 | 2.1037e-07 | 0.00237 | 0.00039 |
 |(scale=1.0) m0=1880, m1/2=460, tanbeta=10, A0=0, sign(mu)=+ve| 0.000270923 | 2.02222e-05 | 0.0475385 | 5.7846e-10 | 3.82e-07 | 5.85e-06 | 8.688e-06 | 1.78e-07 | 0.00154 | 0.000295 |
 |(scale=1.0) m0=1880, m1/2=480, tanbeta=10, A0=0, sign(mu)=+ve| 0.000211961 | 1.79532e-05 | 0.0378093 | 5.6816e-10 | 3.22e-07 | 5.01e-06 | 7.442e-06 | 1.4979e-07 | 0.00101 | 0.000223 |
 |(scale=1.0) m0=1880, m1/2=500, tanbeta=10, A0=0, sign(mu)=+ve| 0.000166339 | 1.58888e-05 | 0.030218 | 5.564e-10 | 2.69e-07 | 4.27e-06 | 6.281e-06 | 1.2573e-07 | 0.000666 | 0.000169 |
 |(scale=1.0) m0=1880, m1/2=520, tanbeta=10, A0=0, sign(mu)=+ve| 0.000130523 | 1.40183e-05 | 0.0242066 | 5.467e-10 | 2.23e-07 | 3.6e-06 | 5.2822e-06 | 1.0481e-07 | 0.00044 | 0.000127 |
 |(scale=1.0) m0=1880, m1/2=540, tanbeta=10, A0=0, sign(mu)=+ve| 0.000102282 | 1.23269e-05 | 0.0195602 | 5.361e-10 | 1.84e-07 | 3.02e-06 | 4.4062e-06 | 8.701e-08 | 0.000292 | 9.58e-05 |
 |(scale=1.0) m0=1880, m1/2=560, tanbeta=10, A0=0, sign(mu)=+ve| 8.0339e-05 | 1.08233e-05 | 0.0158408 | 5.254e-10 | 1.5e-07 | 2.52e-06 | 3.6627e-06 | 7.172e-08 | 0.000195 | 7.19e-05 |
 |(scale=1.0) m0=1880, m1/2=580, tanbeta=10, A0=0, sign(mu)=+ve| 6.28867e-05 | 9.48604e-06 | 0.01288 | 5.145e-10 | 1.22e-07 | 2.08e-06 | 3.0214e-06 | 5.893e-08 | 0.00013 | 5.38e-05 |
 |(scale=1.0) m0=1880, m1/2=600, tanbeta=10, A0=0, sign(mu)=+ve| 4.94707e-05 | 8.28842e-06 | 0.0104926 | 5.037e-10 | 9.84e-08 | 1.71e-06 | 2.4819e-06 | 4.824e-08 | 8.72e-05 | 4.02e-05 |
 |(scale=1.0) m0=1880, m1/2=60, tanbeta=10, A0=0, sign(mu)=+ve| 0.034085 | 9.6124e-05 | 12.0858 | 7.1002e-10 | 2.49e-06 | 2.38e-05 | 7.843e-05 | 1.3531e-06 | 758 | 0.107 |
 |(scale=1.0) m0=1880, m1/2=620, tanbeta=10, A0=0, sign(mu)=+ve| 3.8743e-05 | 7.22008e-06 | 0.00858524 | 4.938e-10 | 7.88e-08 | 1.4e-06 | 2.0341e-06 | 3.922e-08 | 5.84e-05 | 2.99e-05 |
 |(scale=1.0) m0=1880, m1/2=640, tanbeta=10, A0=0, sign(mu)=+ve| 3.04692e-05 | 6.28215e-06 | 0.00705316 | 4.828e-10 | 6.26e-08 | 1.13e-06 | 1.6675e-06 | 3.177e-08 | 3.93e-05 | 2.22e-05 |
 |(scale=1.0) m0=1880, m1/2=660, tanbeta=10, A0=0, sign(mu)=+ve| 2.3936e-05 | 5.45382e-06 | 0.00579605 | 4.717e-10 | 4.94e-08 | 9.13e-07 | 1.3622e-06 | 2.558e-08 | 2.65e-05 | 1.65e-05 |
 |(scale=1.0) m0=1880, m1/2=680, tanbeta=10, A0=0, sign(mu)=+ve| 1.87952e-05 | 4.72082e-06 | 0.0047801 | 4.607e-10 | 3.86e-08 | 7.3e-07 | 1.1177e-06 | 2.0543e-08 | 1.78e-05 | 1.21e-05 |
 |(scale=1.0) m0=1880, m1/2=700, tanbeta=10, A0=0, sign(mu)=+ve| 1.47846e-05 | 4.08306e-06 | 0.00395638 | 4.487e-10 | 3e-08 | 5.8e-07 | 9.121e-07 | 1.6347e-08 | 1.2e-05 | 8.9e-06 |
 |(scale=1.0) m0=1880, m1/2=720, tanbeta=10, A0=0, sign(mu)=+ve| 1.1617e-05 | 3.51642e-06 | 0.00327442 | 4.377e-10 | 2.31e-08 | 4.58e-07 | 7.432e-07 | 1.2988e-08 | 8.12e-06 | 6.51e-06 |
 |(scale=1.0) m0=1880, m1/2=740, tanbeta=10, A0=0, sign(mu)=+ve| 9.11914e-06 | 3.03756e-06 | 0.00272332 | 4.27e-10 | 1.77e-08 | 3.59e-07 | 6.0586e-07 | 1.031e-08 | 5.47e-06 | 4.75e-06 |
 |(scale=1.0) m0=1880, m1/2=760, tanbeta=10, A0=0, sign(mu)=+ve| 7.17455e-06 | 2.60932e-06 | 0.00226196 | 4.162e-10 | 1.34e-08 | 2.79e-07 | 4.9197e-07 | 8.118e-09 | 3.68e-06 | 3.44e-06 |
 |(scale=1.0) m0=1880, m1/2=80, tanbeta=10, A0=0, sign(mu)=+ve| 0.035109 | 9.3564e-05 | 164.541 | 7.0701e-10 | 2.44e-06 | 2.37e-05 | 7.9e-05 | 1.3419e-06 | 184 | 0.0728 |
 |(scale=1.0) m0=1900, m1/2=100, tanbeta=10, A0=0, sign(mu)=+ve| 0.026337 | 8.2099e-05 | 48.4599 | 5.7357e-10 | 1.99e-06 | 1.96e-05 | 6.868e-05 | 1.1217e-06 | 58.8 | 0.0475 |
 |(scale=1.0) m0=1900, m1/2=120, tanbeta=10, A0=0, sign(mu)=+ve| 0.0197712 | 7.8849e-05 | 20.3664 | 5.7164e-10 | 1.92e-06 | 1.94e-05 | 6.603e-05 | 1.0699e-06 | 22.1 | 0.0342 |
 |(scale=1.0) m0=1900, m1/2=140, tanbeta=10, A0=0, sign(mu)=+ve| 0.0150423 | 7.5164e-05 | 10.3481 | 5.6829e-10 | 1.84e-06 | 1.91e-05 | 6.2671e-05 | 1.0231e-06 | 9.26 | 0.025 |
 |(scale=1.0) m0=1900, m1/2=160, tanbeta=10, A0=0, sign(mu)=+ve| 0.0114594 | 7.1329e-05 | 5.86473 | 5.6478e-10 | 1.74e-06 | 1.87e-05 | 5.8913e-05 | 9.661e-07 | 4.24 | 0.0184 |
 |(scale=1.0) m0=1900, m1/2=180, tanbeta=10, A0=0, sign(mu)=+ve| 0.0087576 | 6.7298e-05 | 3.56224 | 5.6094e-10 | 1.64e-06 | 1.82e-05 | 5.4343e-05 | 8.988e-07 | 2.06 | 0.0137 |
 |(scale=1.0) m0=1900, m1/2=200, tanbeta=10, A0=0, sign(mu)=+ve| 0.006725 | 6.32186e-05 | 2.28673 | 5.5638e-10 | 1.54e-06 | 1.75e-05 | 4.9675e-05 | 8.294e-07 | 1.06 | 0.0102 |
 |(scale=1.0) m0=1900, m1/2=220, tanbeta=10, A0=0, sign(mu)=+ve| 0.0051808 | 5.90642e-05 | 1.51924 | 5.5046e-10 | 1.43e-06 | 1.68e-05 | 4.5007e-05 | 7.61e-07 | 0.566 | 0.00767 |
 |(scale=1.0) m0=1900, m1/2=240, tanbeta=10, A0=0, sign(mu)=+ve| 0.004015 | 5.48285e-05 | 1.04531 | 5.461e-10 | 1.32e-06 | 1.59e-05 | 4.0542e-05 | 6.937e-07 | 0.313 | 0.00578 |
