 | Interactions | ng | ns | nn | ll | sb | ss | tb | bb | gg | sg | 
 |(scale=1.0) m0=1020, m1/2=780, tanbeta=10, A0=0, sign(mu)=+ve| 1.27194e-05 | 3.00683e-05 | 0.00166227 | 1.00252e-06 | 2.85e-06 | 4.53e-05 | 4.682e-06 | 3.914e-07 | 3.29e-06 | 3.26e-05 |
 |(scale=1.0) m0=1020, m1/2=800, tanbeta=10, A0=0, sign(mu)=+ve| 9.88183e-06 | 2.48141e-05 | 0.00138886 | 9.5218e-07 | 2.13e-06 | 3.46e-05 | 3.65e-06 | 2.954e-07 | 2.23e-06 | 2.36e-05 |
 |(scale=1.0) m0=1020, m1/2=820, tanbeta=10, A0=0, sign(mu)=+ve| 7.67692e-06 | 2.05075e-05 | 0.00116267 | 9.02063e-07 | 1.58e-06 | 2.63e-05 | 2.843e-06 | 2.224e-07 | 1.51e-06 | 1.69e-05 |
 |(scale=1.0) m0=1020, m1/2=840, tanbeta=10, A0=0, sign(mu)=+ve| 5.96399e-06 | 1.69434e-05 | 0.000974988 | 8.54878e-07 | 1.17e-06 | 2e-05 | 2.207e-06 | 1.67e-07 | 1.02e-06 | 1.21e-05 |
 |(scale=1.0) m0=1020, m1/2=860, tanbeta=10, A0=0, sign(mu)=+ve| 4.63172e-06 | 1.39991e-05 | 0.00081851 | 8.10713e-07 | 8.64e-07 | 1.51e-05 | 1.7205e-06 | 1.248e-07 | 6.85e-07 | 8.67e-06 |
 |(scale=1.0) m0=1020, m1/2=880, tanbeta=10, A0=0, sign(mu)=+ve| 3.60489e-06 | 1.15629e-05 | 0.00068782 | 7.66579e-07 | 6.35e-07 | 1.13e-05 | 1.3402e-06 | 9.32e-08 | 4.58e-07 | 6.17e-06 |
 |(scale=1.0) m0=1020, m1/2=900, tanbeta=10, A0=0, sign(mu)=+ve| 2.79499e-06 | 9.54848e-06 | 0.000579713 | 7.24464e-07 | 4.66e-07 | 8.5e-06 | 1.0399e-06 | 6.94e-08 | 3.04e-07 | 4.37e-06 |
 |(scale=1.0) m0=1020, m1/2=920, tanbeta=10, A0=0, sign(mu)=+ve| 2.1644e-06 | 7.89054e-06 | 0.000489099 | 6.85467e-07 | 3.41e-07 | 6.35e-06 | 8.084e-07 | 5.15e-08 | 1.97e-07 | 3.08e-06 |
 |(scale=1.0) m0=1020, m1/2=940, tanbeta=10, A0=0, sign(mu)=+ve| 1.68484e-06 | 6.50907e-06 | 0.000413685 | 6.47388e-07 | 2.47e-07 | 4.72e-06 | 6.278e-07 | 3.817e-08 | 1.3e-07 | 2.16e-06 |
 |(scale=1.0) m0=1020, m1/2=960, tanbeta=10, A0=0, sign(mu)=+ve| 1.31298e-06 | 5.36726e-06 | 0.000348964 | 6.11622e-07 | 1.78e-07 | 3.49e-06 | 4.873e-07 | 2.816e-08 | 8.49e-08 | 1.51e-06 |
 |(scale=1.0) m0=1020, m1/2=980, tanbeta=10, A0=0, sign(mu)=+ve| 1.02323e-06 | 4.4277e-06 | 0.000295951 | 5.77373e-07 | 1.27e-07 | 2.57e-06 | 3.775e-07 | 2.072e-08 | 5.52e-08 | 1.05e-06 |
 |(scale=1.0) m0=1040, m1/2=1000, tanbeta=10, A0=0, sign(mu)=+ve| 7.88035e-07 | 3.51112e-06 | 0.000251951 | 4.61403e-07 | 8.22e-08 | 1.72e-06 | 2.8029e-07 | 1.411e-08 | 3.5e-08 | 6.88e-07 |
 |(scale=1.0) m0=1040, m1/2=100, tanbeta=10, A0=0, sign(mu)=+ve| 0.19377 | 0.0077188 | 76.1324 | 2.5003e-06 | 0.00399 | 0.028 | 0.010187 | 0.0007716 | 62.9 | 1.88 |
 |(scale=1.0) m0=1040, m1/2=120, tanbeta=10, A0=0, sign(mu)=+ve| 0.13565 | 0.0071 | 28.2622 | 2.4789e-06 | 0.00374 | 0.0266 | 0.008978 | 0.0006967 | 23.8 | 1.27 |
 |(scale=1.0) m0=1040, m1/2=140, tanbeta=10, A0=0, sign(mu)=+ve| 0.095789 | 0.0064549 | 13.4653 | 2.4545e-06 | 0.00344 | 0.0248 | 0.007769 | 0.0006192 | 10 | 0.867 |
 |(scale=1.0) m0=1040, m1/2=160, tanbeta=10, A0=0, sign(mu)=+ve| 0.068594 | 0.0058152 | 7.28965 | 2.4258e-06 | 0.00311 | 0.0228 | 0.006602 | 0.0005405 | 4.59 | 0.601 |
 |(scale=1.0) m0=1040, m1/2=180, tanbeta=10, A0=0, sign(mu)=+ve| 0.049516 | 0.0051865 | 4.27264 | 2.3926e-06 | 0.00277 | 0.0207 | 0.00552 | 0.0004648 | 2.24 | 0.422 |
 |(scale=1.0) m0=1040, m1/2=200, tanbeta=10, A0=0, sign(mu)=+ve| 0.036026 | 0.0045765 | 2.64974 | 2.3586e-06 | 0.00244 | 0.0185 | 0.004414 | 0.0003956 | 1.15 | 0.298 |
 |(scale=1.0) m0=1040, m1/2=220, tanbeta=10, A0=0, sign(mu)=+ve| 0.026267 | 0.00401765 | 1.71836 | 2.3206e-06 | 0.00211 | 0.0163 | 0.003714 | 0.0003328 | 0.614 | 0.212 |
 |(scale=1.0) m0=1040, m1/2=240, tanbeta=10, A0=0, sign(mu)=+ve| 0.0193128 | 0.00348898 | 1.1514 | 2.2768e-06 | 0.0018 | 0.0142 | 0.003051 | 0.0002767 | 0.338 | 0.151 |
 |(scale=1.0) m0=1040, m1/2=260, tanbeta=10, A0=0, sign(mu)=+ve| 0.0142764 | 0.00301397 | 0.792564 | 2.2322e-06 | 0.00153 | 0.0123 | 0.002444 | 0.0002284 | 0.192 | 0.109 |
 |(scale=1.0) m0=1040, m1/2=280, tanbeta=10, A0=0, sign(mu)=+ve| 0.0105726 | 0.0025966 | 0.557184 | 2.18497e-06 | 0.00128 | 0.0105 | 0.001953 | 0.0001867 | 0.112 | 0.0783 |
 |(scale=1.0) m0=1040, m1/2=300, tanbeta=10, A0=0, sign(mu)=+ve| 0.0078724 | 0.00222072 | 0.399927 | 2.13463e-06 | 0.00106 | 0.00894 | 0.001557 | 0.0001517 | 0.0667 | 0.0566 |
 |(scale=1.0) m0=1040, m1/2=320, tanbeta=10, A0=0, sign(mu)=+ve| 0.0058717 | 0.00189107 | 0.292202 | 2.08413e-06 | 0.00087 | 0.00753 | 0.0012354 | 0.0001224 | 0.0404 | 0.0411 |
 |(scale=1.0) m0=1040, m1/2=340, tanbeta=10, A0=0, sign(mu)=+ve| 0.0043975 | 0.00160385 | 0.215873 | 2.03021e-06 | 0.00071 | 0.0063 | 0.0009781 | 9.86e-05 | 0.0248 | 0.0299 |
 |(scale=1.0) m0=1040, m1/2=360, tanbeta=10, A0=0, sign(mu)=+ve| 0.00329383 | 0.00135594 | 0.16162 | 1.97683e-06 | 0.000575 | 0.00524 | 0.000771 | 7.87e-05 | 0.0155 | 0.0218 |
 |(scale=1.0) m0=1040, m1/2=380, tanbeta=10, A0=0, sign(mu)=+ve| 0.00248032 | 0.00114247 | 0.122374 | 1.91894e-06 | 0.000463 | 0.00433 | 0.0006066 | 6.26e-05 | 0.00978 | 0.0159 |
 |(scale=1.0) m0=1040, m1/2=400, tanbeta=10, A0=0, sign(mu)=+ve| 0.00187077 | 0.000958646 | 0.0937192 | 1.86233e-06 | 0.00037 | 0.00356 | 0.0004755 | 4.968e-05 | 0.00625 | 0.0116 |
 |(scale=1.0) m0=1040, m1/2=420, tanbeta=10, A0=0, sign(mu)=+ve| 0.00141463 | 0.000806431 | 0.0722997 | 1.80555e-06 | 0.000294 | 0.00292 | 0.0003742 | 3.921e-05 | 0.00402 | 0.00852 |
 |(scale=1.0) m0=1040, m1/2=440, tanbeta=10, A0=0, sign(mu)=+ve| 0.0010724 | 0.000674483 | 0.0562597 | 1.74653e-06 | 0.000233 | 0.00237 | 0.0002937 | 3.087e-05 | 0.00262 | 0.00625 |
 |(scale=1.0) m0=1040, m1/2=460, tanbeta=10, A0=0, sign(mu)=+ve| 0.00081459 | 0.000563812 | 0.0441064 | 1.68876e-06 | 0.000184 | 0.00193 | 0.0002302 | 2.419e-05 | 0.00172 | 0.00459 |
 |(scale=1.0) m0=1040, m1/2=480, tanbeta=10, A0=0, sign(mu)=+ve| 0.000620913 | 0.000469542 | 0.0348572 | 1.6301e-06 | 0.000144 | 0.00156 | 0.0001807 | 1.894e-05 | 0.00113 | 0.00337 |
 |(scale=1.0) m0=1040, m1/2=500, tanbeta=10, A0=0, sign(mu)=+ve| 0.000472969 | 0.000392757 | 0.0276073 | 1.57252e-06 | 0.000113 | 0.00125 | 0.00014087 | 1.478e-05 | 0.000752 | 0.00248 |
 |(scale=1.0) m0=1040, m1/2=520, tanbeta=10, A0=0, sign(mu)=+ve| 0.000361557 | 0.000325851 | 0.0220015 | 1.514e-06 | 8.78e-05 | 0.001 | 0.00011065 | 1.148e-05 | 0.000502 | 0.00182 |
 |(scale=1.0) m0=1040, m1/2=540, tanbeta=10, A0=0, sign(mu)=+ve| 0.000277173 | 0.000271389 | 0.0176821 | 1.45571e-06 | 6.82e-05 | 0.000801 | 8.641e-05 | 8.93e-06 | 0.000337 | 0.00134 |
 |(scale=1.0) m0=1040, m1/2=560, tanbeta=10, A0=0, sign(mu)=+ve| 0.000212418 | 0.000225537 | 0.0142615 | 1.39834e-06 | 5.28e-05 | 0.000637 | 6.757e-05 | 6.92e-06 | 0.000227 | 0.000985 |
 |(scale=1.0) m0=1040, m1/2=580, tanbeta=10, A0=0, sign(mu)=+ve| 0.000163065 | 0.000187315 | 0.0115309 | 1.34127e-06 | 4.07e-05 | 0.000505 | 5.282e-05 | 5.35e-06 | 0.000153 | 0.000723 |
 |(scale=1.0) m0=1040, m1/2=600, tanbeta=10, A0=0, sign(mu)=+ve| 0.000125394 | 0.00015534 | 0.00937466 | 1.28689e-06 | 3.13e-05 | 0.000399 | 4.131e-05 | 4.153e-06 | 0.000103 | 0.000531 |
 |(scale=1.0) m0=1040, m1/2=620, tanbeta=10, A0=0, sign(mu)=+ve| 9.67124e-05 | 0.000129067 | 0.00764735 | 1.23099e-06 | 2.4e-05 | 0.000315 | 3.228e-05 | 3.194e-06 | 7e-05 | 0.000389 |
 |(scale=1.0) m0=1040, m1/2=640, tanbeta=10, A0=0, sign(mu)=+ve| 7.47302e-05 | 0.000106934 | 0.00626205 | 1.17836e-06 | 1.84e-05 | 0.000247 | 2.519e-05 | 2.446e-06 | 4.75e-05 | 0.000286 |
 |(scale=1.0) m0=1040, m1/2=660, tanbeta=10, A0=0, sign(mu)=+ve| 5.76856e-05 | 8.86258e-05 | 0.00514626 | 1.12629e-06 | 1.4e-05 | 0.000193 | 1.972e-05 | 1.871e-06 | 3.24e-05 | 0.000209 |
 |(scale=1.0) m0=1040, m1/2=680, tanbeta=10, A0=0, sign(mu)=+ve| 4.45803e-05 | 7.35383e-05 | 0.00424043 | 1.07458e-06 | 1.06e-05 | 0.000151 | 1.5331e-05 | 1.431e-06 | 2.21e-05 | 0.000153 |
 |(scale=1.0) m0=1040, m1/2=700, tanbeta=10, A0=0, sign(mu)=+ve| 3.45037e-05 | 6.09013e-05 | 0.00349336 | 1.02571e-06 | 8.06e-06 | 0.000117 | 1.2009e-05 | 1.09e-06 | 1.51e-05 | 0.000112 |
 |(scale=1.0) m0=1040, m1/2=720, tanbeta=10, A0=0, sign(mu)=+ve| 2.67641e-05 | 5.041e-05 | 0.00290045 | 9.774e-07 | 6.1e-06 | 9.09e-05 | 9.379e-06 | 8.3e-07 | 1.03e-05 | 8.14e-05 |
 |(scale=1.0) m0=1040, m1/2=740, tanbeta=10, A0=0, sign(mu)=+ve| 2.07191e-05 | 4.16514e-05 | 0.00240423 | 9.29714e-07 | 4.59e-06 | 7.02e-05 | 7.32e-06 | 6.3e-07 | 7.02e-06 | 5.92e-05 |
 |(scale=1.0) m0=1040, m1/2=760, tanbeta=10, A0=0, sign(mu)=+ve| 1.60823e-05 | 3.45147e-05 | 0.00200186 | 8.84972e-07 | 3.45e-06 | 5.4e-05 | 5.71e-06 | 4.78e-07 | 4.78e-06 | 4.3e-05 |
 |(scale=1.0) m0=1040, m1/2=780, tanbeta=10, A0=0, sign(mu)=+ve| 1.24886e-05 | 2.8555e-05 | 0.00166942 | 8.41955e-07 | 2.58e-06 | 4.14e-05 | 4.455e-06 | 3.609e-07 | 3.25e-06 | 3.11e-05 |
 |(scale=1.0) m0=1040, m1/2=800, tanbeta=10, A0=0, sign(mu)=+ve| 9.71426e-06 | 2.36341e-05 | 0.00139487 | 7.9887e-07 | 1.93e-06 | 3.17e-05 | 3.467e-06 | 2.73e-07 | 2.21e-06 | 2.24e-05 |
 |(scale=1.0) m0=1040, m1/2=820, tanbeta=10, A0=0, sign(mu)=+ve| 7.55452e-06 | 1.95395e-05 | 0.00116645 | 7.58616e-07 | 1.43e-06 | 2.41e-05 | 2.704e-06 | 2.055e-07 | 1.49e-06 | 1.61e-05 |
 |(scale=1.0) m0=1040, m1/2=840, tanbeta=10, A0=0, sign(mu)=+ve| 5.87471e-06 | 1.61574e-05 | 0.000977983 | 7.19182e-07 | 1.06e-06 | 1.83e-05 | 2.11e-06 | 1.545e-07 | 1.01e-06 | 1.16e-05 |
 |(scale=1.0) m0=1040, m1/2=860, tanbeta=10, A0=0, sign(mu)=+ve| 4.57052e-06 | 1.33648e-05 | 0.000822478 | 6.81467e-07 | 7.84e-07 | 1.38e-05 | 1.6353e-06 | 1.158e-07 | 6.77e-07 | 8.26e-06 |
 |(scale=1.0) m0=1040, m1/2=880, tanbeta=10, A0=0, sign(mu)=+ve| 3.5608e-06 | 1.10496e-05 | 0.000690815 | 6.45771e-07 | 5.76e-07 | 1.04e-05 | 1.2763e-06 | 8.64e-08 | 4.53e-07 | 5.88e-06 |
 |(scale=1.0) m0=1040, m1/2=900, tanbeta=10, A0=0, sign(mu)=+ve| 2.76997e-06 | 9.12591e-06 | 0.000582083 | 6.11392e-07 | 4.22e-07 | 7.79e-06 | 9.94e-07 | 6.44e-08 | 3.01e-07 | 4.16e-06 |
 |(scale=1.0) m0=1040, m1/2=920, tanbeta=10, A0=0, sign(mu)=+ve| 2.14541e-06 | 7.53654e-06 | 0.000491364 | 5.78526e-07 | 3.08e-07 | 5.81e-06 | 7.733e-07 | 4.79e-08 | 1.99e-07 | 2.93e-06 |
 |(scale=1.0) m0=1040, m1/2=940, tanbeta=10, A0=0, sign(mu)=+ve| 1.66382e-06 | 6.23252e-06 | 0.000414849 | 5.47177e-07 | 2.24e-07 | 4.32e-06 | 6.012e-07 | 3.541e-08 | 1.28e-07 | 2.06e-06 |
 |(scale=1.0) m0=1040, m1/2=960, tanbeta=10, A0=0, sign(mu)=+ve| 1.29496e-06 | 5.1451e-06 | 0.000351149 | 5.1724e-07 | 1.62e-07 | 3.19e-06 | 4.662e-07 | 2.62e-08 | 8.37e-08 | 1.44e-06 |
 |(scale=1.0) m0=1040, m1/2=980, tanbeta=10, A0=0, sign(mu)=+ve| 1.00912e-06 | 4.25385e-06 | 0.000297217 | 4.88816e-07 | 1.16e-07 | 2.35e-06 | 3.616e-07 | 1.921e-08 | 5.44e-08 | 9.97e-07 |
 |(scale=1.0) m0=1060, m1/2=1000, tanbeta=10, A0=0, sign(mu)=+ve| 7.77216e-07 | 3.37035e-06 | 0.000252317 | 3.90608e-07 | 7.46e-08 | 1.57e-06 | 2.687e-07 | 1.314e-08 | 3.45e-08 | 6.53e-07 |
 |(scale=1.0) m0=1060, m1/2=100, tanbeta=10, A0=0, sign(mu)=+ve| 0.183 | 0.0068378 | 75.5896 | 2.0539e-06 | 0.00331 | 0.0238 | 0.008928 | 0.000655 | 62.6 | 1.71 |
 |(scale=1.0) m0=1060, m1/2=120, tanbeta=10, A0=0, sign(mu)=+ve| 0.12851 | 0.0063135 | 28.0702 | 2.0363e-06 | 0.0031 | 0.0227 | 0.00789 | 0.0005925 | 23.7 | 1.16 |
 |(scale=1.0) m0=1060, m1/2=140, tanbeta=10, A0=0, sign(mu)=+ve| 0.091148 | 0.0057555 | 13.4154 | 2.0173e-06 | 0.00287 | 0.0212 | 0.006852 | 0.0005276 | 9.98 | 0.794 |
 |(scale=1.0) m0=1060, m1/2=160, tanbeta=10, A0=0, sign(mu)=+ve| 0.065325 | 0.0051885 | 7.26529 | 1.9945e-06 | 0.0026 | 0.0196 | 0.005836 | 0.0004624 | 4.56 | 0.552 |
 |(scale=1.0) m0=1060, m1/2=180, tanbeta=10, A0=0, sign(mu)=+ve| 0.047318 | 0.0046444 | 4.26082 | 1.9686e-06 | 0.00233 | 0.0178 | 0.004904 | 0.0003994 | 2.23 | 0.388 |
 |(scale=1.0) m0=1060, m1/2=200, tanbeta=10, A0=0, sign(mu)=+ve| 0.034381 | 0.0041147 | 2.64882 | 1.9396e-06 | 0.00205 | 0.016 | 0.003876 | 0.0003406 | 1.14 | 0.275 |
 |(scale=1.0) m0=1060, m1/2=220, tanbeta=10, A0=0, sign(mu)=+ve| 0.025205 | 0.00361443 | 1.71893 | 1.9079e-06 | 0.00178 | 0.0142 | 0.003303 | 0.0002883 | 0.611 | 0.196 |
 |(scale=1.0) m0=1060, m1/2=240, tanbeta=10, A0=0, sign(mu)=+ve| 0.0185652 | 0.00314749 | 1.15224 | 1.8747e-06 | 0.00153 | 0.0124 | 0.002736 | 0.0002404 | 0.337 | 0.14 |
 |(scale=1.0) m0=1060, m1/2=260, tanbeta=10, A0=0, sign(mu)=+ve| 0.013723 | 0.00273355 | 0.793481 | 1.83867e-06 | 0.0013 | 0.0107 | 0.002214 | 0.0001991 | 0.192 | 0.101 |
 |(scale=1.0) m0=1060, m1/2=280, tanbeta=10, A0=0, sign(mu)=+ve| 0.0102139 | 0.00235719 | 0.56007 | 1.79923e-06 | 0.00109 | 0.00923 | 0.001767 | 0.0001633 | 0.111 | 0.0729 |
 |(scale=1.0) m0=1060, m1/2=300, tanbeta=10, A0=0, sign(mu)=+ve| 0.0076065 | 0.002021 | 0.401227 | 1.76071e-06 | 0.000909 | 0.00786 | 0.0014148 | 0.0001332 | 0.0664 | 0.0528 |
 |(scale=1.0) m0=1060, m1/2=320, tanbeta=10, A0=0, sign(mu)=+ve| 0.0056816 | 0.00172596 | 0.292721 | 1.71857e-06 | 0.000749 | 0.00664 | 0.0011261 | 0.0001082 | 0.0402 | 0.0384 |
 |(scale=1.0) m0=1060, m1/2=340, tanbeta=10, A0=0, sign(mu)=+ve| 0.0042464 | 0.00146867 | 0.216687 | 1.67607e-06 | 0.000613 | 0.00557 | 0.0008938 | 8.72e-05 | 0.0248 | 0.028 |
 |(scale=1.0) m0=1060, m1/2=360, tanbeta=10, A0=0, sign(mu)=+ve| 0.00319236 | 0.00124414 | 0.162322 | 1.63185e-06 | 0.000498 | 0.00465 | 0.0007074 | 6.98e-05 | 0.0154 | 0.0204 |
 |(scale=1.0) m0=1060, m1/2=380, tanbeta=10, A0=0, sign(mu)=+ve| 0.00240654 | 0.00105193 | 0.123 | 1.5851e-06 | 0.000402 | 0.00385 | 0.0005583 | 5.574e-05 | 0.00973 | 0.0149 |
 |(scale=1.0) m0=1060, m1/2=400, tanbeta=10, A0=0, sign(mu)=+ve| 0.00181669 | 0.000886104 | 0.0941258 | 1.54039e-06 | 0.000323 | 0.00317 | 0.0004403 | 4.43e-05 | 0.00621 | 0.0109 |
 |(scale=1.0) m0=1060, m1/2=420, tanbeta=10, A0=0, sign(mu)=+ve| 0.00137487 | 0.00074441 | 0.0727078 | 1.49502e-06 | 0.000258 | 0.0026 | 0.0003455 | 3.509e-05 | 0.00401 | 0.00803 |
 |(scale=1.0) m0=1060, m1/2=440, tanbeta=10, A0=0, sign(mu)=+ve| 0.00104393 | 0.00062487 | 0.0565192 | 1.4468e-06 | 0.000205 | 0.00212 | 0.0002717 | 2.764e-05 | 0.0026 | 0.00589 |
 |(scale=1.0) m0=1060, m1/2=460, tanbeta=10, A0=0, sign(mu)=+ve| 0.00079365 | 0.000522886 | 0.0442524 | 1.39766e-06 | 0.000162 | 0.00173 | 0.0002137 | 2.172e-05 | 0.00171 | 0.00433 |
 |(scale=1.0) m0=1060, m1/2=480, tanbeta=10, A0=0, sign(mu)=+ve| 0.000604879 | 0.0004381 | 0.0349923 | 1.35019e-06 | 0.000127 | 0.0014 | 0.0001675 | 1.7e-05 | 0.00113 | 0.00318 |
 |(scale=1.0) m0=1060, m1/2=500, tanbeta=10, A0=0, sign(mu)=+ve| 0.000461512 | 0.000365328 | 0.0277841 | 1.30268e-06 | 9.98e-05 | 0.00113 | 0.000132 | 1.333e-05 | 0.000748 | 0.00234 |
 |(scale=1.0) m0=1060, m1/2=520, tanbeta=10, A0=0, sign(mu)=+ve| 0.000353076 | 0.000305184 | 0.0221543 | 1.25528e-06 | 7.79e-05 | 0.000904 | 0.0001031 | 1.039e-05 | 0.000498 | 0.00172 |
 |(scale=1.0) m0=1060, m1/2=540, tanbeta=10, A0=0, sign(mu)=+ve| 0.000270493 | 0.000254036 | 0.0177647 | 1.20929e-06 | 6.06e-05 | 0.000723 | 8.082e-05 | 8.09e-06 | 0.000334 | 0.00127 |
 |(scale=1.0) m0=1060, m1/2=560, tanbeta=10, A0=0, sign(mu)=+ve| 0.000207675 | 0.000211465 | 0.0143246 | 1.1623e-06 | 4.7e-05 | 0.000576 | 6.329e-05 | 6.28e-06 | 0.000225 | 0.000933 |
 |(scale=1.0) m0=1060, m1/2=580, tanbeta=10, A0=0, sign(mu)=+ve| 0.000159538 | 0.000175811 | 0.0115917 | 1.11479e-06 | 3.63e-05 | 0.000457 | 4.954e-05 | 4.863e-06 | 0.000152 | 0.000686 |
 |(scale=1.0) m0=1060, m1/2=600, tanbeta=10, A0=0, sign(mu)=+ve| 0.000122871 | 0.000146188 | 0.00943534 | 1.07126e-06 | 2.8e-05 | 0.000362 | 3.879e-05 | 3.761e-06 | 0.000103 | 0.000504 |
 |(scale=1.0) m0=1060, m1/2=620, tanbeta=10, A0=0, sign(mu)=+ve| 9.45976e-05 | 0.000121349 | 0.0076882 | 1.02708e-06 | 2.15e-05 | 0.000285 | 3.042e-05 | 2.913e-06 | 6.94e-05 | 0.00037 |
 |(scale=1.0) m0=1060, m1/2=640, tanbeta=10, A0=0, sign(mu)=+ve| 7.30399e-05 | 0.000100849 | 0.0062878 | 9.8237e-07 | 1.65e-05 | 0.000224 | 2.377e-05 | 2.242e-06 | 4.71e-05 | 0.000271 |
 |(scale=1.0) m0=1060, m1/2=660, tanbeta=10, A0=0, sign(mu)=+ve| 5.64487e-05 | 8.36401e-05 | 0.00517057 | 9.401e-07 | 1.26e-05 | 0.000176 | 1.863e-05 | 1.719e-06 | 3.21e-05 | 0.000199 |
 |(scale=1.0) m0=1060, m1/2=680, tanbeta=10, A0=0, sign(mu)=+ve| 4.36748e-05 | 6.94087e-05 | 0.00426409 | 8.9778e-07 | 9.57e-06 | 0.000137 | 1.4562e-05 | 1.309e-06 | 2.19e-05 | 0.000145 |
 |(scale=1.0) m0=1060, m1/2=700, tanbeta=10, A0=0, sign(mu)=+ve| 3.37808e-05 | 5.7483e-05 | 0.00351677 | 8.56603e-07 | 7.27e-06 | 0.000107 | 1.1358e-05 | 1.002e-06 | 1.49e-05 | 0.000106 |
 |(scale=1.0) m0=1060, m1/2=720, tanbeta=10, A0=0, sign(mu)=+ve| 2.62016e-05 | 4.76807e-05 | 0.00290683 | 8.17252e-07 | 5.5e-06 | 8.28e-05 | 8.881e-06 | 7.63e-07 | 1.02e-05 | 7.74e-05 |
 |(scale=1.0) m0=1060, m1/2=740, tanbeta=10, A0=0, sign(mu)=+ve| 2.03274e-05 | 3.9598e-05 | 0.00241918 | 7.78344e-07 | 4.15e-06 | 6.4e-05 | 6.941e-06 | 5.8e-07 | 6.94e-06 | 5.63e-05 |
 |(scale=1.0) m0=1060, m1/2=760, tanbeta=10, A0=0, sign(mu)=+ve| 1.57811e-05 | 3.27579e-05 | 0.00201094 | 7.42259e-07 | 3.12e-06 | 4.93e-05 | 5.419e-06 | 4.404e-07 | 4.73e-06 | 4.09e-05 |
 |(scale=1.0) m0=1060, m1/2=780, tanbeta=10, A0=0, sign(mu)=+ve| 1.22678e-05 | 2.71418e-05 | 0.0016764 | 7.05705e-07 | 2.34e-06 | 3.78e-05 | 4.229e-06 | 3.332e-07 | 3.21e-06 | 2.96e-05 |
 |(scale=1.0) m0=1060, m1/2=800, tanbeta=10, A0=0, sign(mu)=+ve| 9.54768e-06 | 2.24841e-05 | 0.00139987 | 6.70772e-07 | 1.74e-06 | 2.89e-05 | 3.305e-06 | 2.522e-07 | 2.18e-06 | 2.14e-05 |
 |(scale=1.0) m0=1060, m1/2=820, tanbeta=10, A0=0, sign(mu)=+ve| 7.43219e-06 | 1.86025e-05 | 0.00117252 | 6.36558e-07 | 1.3e-06 | 2.2e-05 | 2.575e-06 | 1.902e-07 | 1.48e-06 | 1.54e-05 |
 |(scale=1.0) m0=1060, m1/2=840, tanbeta=10, A0=0, sign(mu)=+ve| 5.78452e-06 | 1.54018e-05 | 0.000981968 | 6.05161e-07 | 9.62e-07 | 1.67e-05 | 2.0037e-06 | 1.432e-07 | 9.96e-07 | 1.1e-05 |
 |(scale=1.0) m0=1060, m1/2=860, tanbeta=10, A0=0, sign(mu)=+ve| 4.50031e-06 | 1.27405e-05 | 0.000825464 | 5.73783e-07 | 7.1e-07 | 1.26e-05 | 1.5603e-06 | 1.072e-07 | 6.69e-07 | 7.87e-06 |
 |(scale=1.0) m0=1060, m1/2=880, tanbeta=10, A0=0, sign(mu)=+ve| 3.50269e-06 | 1.05443e-05 | 0.0006938 | 5.44321e-07 | 5.22e-07 | 9.51e-06 | 1.2226e-06 | 8.02e-08 | 4.48e-07 | 5.6e-06 |
 |(scale=1.0) m0=1060, m1/2=900, tanbeta=10, A0=0, sign(mu)=+ve| 2.73091e-06 | 8.72446e-06 | 0.000584364 | 5.15474e-07 | 3.82e-07 | 7.13e-06 | 9.493e-07 | 5.97e-08 | 2.98e-07 | 3.96e-06 |
 |(scale=1.0) m0=1060, m1/2=920, tanbeta=10, A0=0, sign(mu)=+ve| 2.12341e-06 | 7.21365e-06 | 0.000492642 | 4.8824e-07 | 2.79e-07 | 5.32e-06 | 7.382e-07 | 4.446e-08 | 1.97e-07 | 2.79e-06 |
 |(scale=1.0) m0=1060, m1/2=940, tanbeta=10, A0=0, sign(mu)=+ve| 1.64883e-06 | 5.95608e-06 | 0.000416114 | 4.62017e-07 | 2.02e-07 | 3.95e-06 | 5.747e-07 | 3.292e-08 | 1.29e-07 | 1.96e-06 |
 |(scale=1.0) m0=1060, m1/2=960, tanbeta=10, A0=0, sign(mu)=+ve| 1.27894e-06 | 4.92496e-06 | 0.000351305 | 4.37205e-07 | 1.47e-07 | 2.92e-06 | 4.461e-07 | 2.429e-08 | 8.27e-08 | 1.37e-06 |
 |(scale=1.0) m0=1060, m1/2=980, tanbeta=10, A0=0, sign(mu)=+ve| 9.95093e-07 | 4.07191e-06 | 0.000297684 | 4.13201e-07 | 1.05e-07 | 2.15e-06 | 3.468e-07 | 1.784e-08 | 5.36e-08 | 9.47e-07 |
 |(scale=1.0) m0=1080, m1/2=1000, tanbeta=10, A0=0, sign(mu)=+ve| 7.66408e-07 | 3.2287e-06 | 0.000252611 | 3.30344e-07 | 6.76e-08 | 1.44e-06 | 2.5713e-07 | 1.217e-08 | 3.4e-08 | 6.19e-07 |
 |(scale=1.0) m0=1080, m1/2=100, tanbeta=10, A0=0, sign(mu)=+ve| 0.17304 | 0.0060747 | 75.2775 | 1.6888e-06 | 0.00274 | 0.0203 | 0.007821 | 0.0005561 | 62.4 | 1.56 |
