 | Sub-processes | ng | ns | nn | ll | sb | ss | tb | bb | gg | sg |
 |(scale=2.0) m0=1340, m1/2=60, tanbeta=40, A0=-500, sign(mu)=+ve| 0.16129 | 0.00120598 | 7.58516 | 4.12008e-07 | 0.000384 | 0.0021 | 0.001769 | 0.0002388 | 609 | 0.877 |
 |(scale=2.0) m0=1340, m1/2=620, tanbeta=40, A0=-500, sign(mu)=+ve| 6.6534e-05 | 4.24864e-05 | 0.00729007 | 3.18468e-07 | 4.52e-06 | 5.39e-05 | 1.527e-05 | 2.1e-06 | 5.56e-05 | 0.000148 |
 |(scale=2.0) m0=1340, m1/2=640, tanbeta=40, A0=-500, sign(mu)=+ve| 5.18947e-05 | 3.61184e-05 | 0.00596513 | 3.13487e-07 | 3.55e-06 | 4.31e-05 | 1.22e-05 | 1.685e-06 | 3.78e-05 | 0.00011 |
 |(scale=2.0) m0=1340, m1/2=660, tanbeta=40, A0=-500, sign(mu)=+ve| 4.05267e-05 | 3.06491e-05 | 0.00490562 | 3.08412e-07 | 2.77e-06 | 3.42e-05 | 9.77e-06 | 1.328e-06 | 2.57e-05 | 8.12e-05 |
 |(scale=2.0) m0=1340, m1/2=680, tanbeta=40, A0=-500, sign(mu)=+ve| 3.17179e-05 | 2.59653e-05 | 0.00403808 | 3.02263e-07 | 2.16e-06 | 2.71e-05 | 7.79e-06 | 1.046e-06 | 1.75e-05 | 5.98e-05 |
 |(scale=2.0) m0=1340, m1/2=700, tanbeta=40, A0=-500, sign(mu)=+ve| 2.481e-05 | 2.19942e-05 | 0.00333465 | 2.97123e-07 | 1.67e-06 | 2.14e-05 | 6.205e-06 | 8.22e-07 | 1.19e-05 | 4.4e-05 |
 |(scale=2.0) m0=1340, m1/2=720, tanbeta=40, A0=-500, sign(mu)=+ve| 1.94075e-05 | 1.86138e-05 | 0.00276532 | 2.9101e-07 | 1.29e-06 | 1.68e-05 | 4.939e-06 | 6.44e-07 | 8.11e-06 | 3.22e-05 |
 |(scale=2.0) m0=1340, m1/2=740, tanbeta=40, A0=-500, sign(mu)=+ve| 1.51865e-05 | 1.57306e-05 | 0.00228713 | 2.85795e-07 | 9.95e-07 | 1.31e-05 | 3.935e-06 | 5.04e-07 | 5.52e-06 | 2.36e-05 |
 |(scale=2.0) m0=1340, m1/2=760, tanbeta=40, A0=-500, sign(mu)=+ve| 1.19138e-05 | 1.32842e-05 | 0.00190659 | 2.79818e-07 | 7.62e-07 | 1.02e-05 | 3.129e-06 | 3.935e-07 | 3.75e-06 | 1.72e-05 |
 |(scale=2.0) m0=1340, m1/2=80, tanbeta=40, A0=-500, sign(mu)=+ve| 0.112028 | 0.00115495 | 121.821 | 4.09937e-07 | 0.000368 | 0.00208 | 0.001718 | 0.000229 | 154 | 0.582 |
 |(scale=2.0) m0=1360, m1/2=100, tanbeta=40, A0=-500, sign(mu)=+ve| 0.076124 | 0.00098524 | 40.0312 | 3.42992e-07 | 0.000297 | 0.00174 | 0.001443 | 0.0001869 | 49.7 | 0.365 |
 |(scale=2.0) m0=1360, m1/2=140, tanbeta=40, A0=-500, sign(mu)=+ve| 0.040497 | 0.00086657 | 9.45513 | 3.40497e-07 | 0.000259 | 0.00164 | 0.001227 | 0.0001576 | 7.93 | 0.182 |
 |(scale=2.0) m0=1360, m1/2=160, tanbeta=40, A0=-500, sign(mu)=+ve| 0.029947 | 0.00080194 | 5.43064 | 3.39773e-07 | 0.000239 | 0.00157 | 0.001114 | 0.0001413 | 3.63 | 0.13 |
 |(scale=2.0) m0=1360, m1/2=180, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0222995 | 0.00074032 | 3.31583 | 3.38883e-07 | 0.000217 | 0.00148 | 0.0009855 | 0.0001261 | 1.77 | 0.0946 |
 |(scale=2.0) m0=1360, m1/2=200, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0167189 | 0.00067802 | 2.12965 | 3.36821e-07 | 0.000195 | 0.00138 | 0.0008657 | 0.0001111 | 0.908 | 0.069 |
 |(scale=2.0) m0=1360, m1/2=220, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0125767 | 0.000616908 | 1.41627 | 3.35425e-07 | 0.000174 | 0.00127 | 0.0007506 | 9.68e-05 | 0.485 | 0.0506 |
 |(scale=2.0) m0=1360, m1/2=240, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0094868 | 0.000557855 | 0.969673 | 3.33597e-07 | 0.000154 | 0.00116 | 0.0006457 | 8.38e-05 | 0.268 | 0.0373 |
 |(scale=2.0) m0=1360, m1/2=260, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0071839 | 0.000501967 | 0.680356 | 3.31454e-07 | 0.000135 | 0.00105 | 0.0004677 | 7.18e-05 | 0.152 | 0.0276 |
 |(scale=2.0) m0=1360, m1/2=280, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0054477 | 0.000449215 | 0.486213 | 3.29487e-07 | 0.000117 | 0.000938 | 0.0004528 | 6.1e-05 | 0.0885 | 0.0205 |
 |(scale=2.0) m0=1360, m1/2=300, tanbeta=40, A0=-500, sign(mu)=+ve| 0.004139 | 0.000399841 | 0.353787 | 3.27106e-07 | 0.000101 | 0.000832 | 0.000387 | 5.157e-05 | 0.0526 | 0.0152 |
 |(scale=2.0) m0=1360, m1/2=320, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00315726 | 0.000353694 | 0.261159 | 3.24599e-07 | 8.6e-05 | 0.000731 | 0.0003261 | 4.336e-05 | 0.0319 | 0.0113 |
 |(scale=2.0) m0=1360, m1/2=340, tanbeta=40, A0=-500, sign(mu)=+ve| 0.002405 | 0.000312079 | 0.195135 | 3.21867e-07 | 7.29e-05 | 0.000637 | 0.000272 | 3.62e-05 | 0.0196 | 0.00845 |
 |(scale=2.0) m0=1360, m1/2=360, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00183879 | 0.000273904 | 0.147587 | 3.18929e-07 | 6.14e-05 | 0.000551 | 0.0002228 | 3.008e-05 | 0.0123 | 0.00631 |
 |(scale=2.0) m0=1360, m1/2=380, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00140743 | 0.000240073 | 0.112621 | 3.15956e-07 | 5.14e-05 | 0.000473 | 0.0001832 | 2.48e-05 | 0.00775 | 0.00471 |
 |(scale=2.0) m0=1360, m1/2=400, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0010777 | 0.000209444 | 0.0867696 | 3.12785e-07 | 4.27e-05 | 0.000403 | 0.0001492 | 2.043e-05 | 0.00495 | 0.00352 |
 |(scale=2.0) m0=1360, m1/2=40, tanbeta=40, A0=-500, sign(mu)=+ve| 0.18716 | 0.00110698 | 36.5512 | 3.43416e-07 | 0.000333 | 0.00179 | 0.001508 | 0.0002073 | 3890 | 1.28 |
 |(scale=2.0) m0=1360, m1/2=420, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00082686 | 0.000182083 | 0.0673803 | 3.09479e-07 | 3.53e-05 | 0.000342 | 0.0001218 | 1.678e-05 | 0.00319 | 0.00264 |
 |(scale=2.0) m0=1360, m1/2=440, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00063605 | 0.000157972 | 0.0527044 | 3.06017e-07 | 2.9e-05 | 0.000288 | 9.931e-05 | 1.362e-05 | 0.00208 | 0.00197 |
 |(scale=2.0) m0=1360, m1/2=460, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000488695 | 0.000136685 | 0.0414739 | 3.02539e-07 | 2.37e-05 | 0.000241 | 8.064e-05 | 1.111e-05 | 0.00136 | 0.00147 |
 |(scale=2.0) m0=1360, m1/2=480, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000378546 | 0.000118005 | 0.0328098 | 2.98624e-07 | 1.93e-05 | 0.0002 | 6.524e-05 | 9.01e-06 | 0.000895 | 0.0011 |
 |(scale=2.0) m0=1360, m1/2=500, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000293901 | 0.000101508 | 0.0261963 | 2.94925e-07 | 1.56e-05 | 0.000166 | 5.277e-05 | 7.28e-06 | 0.000594 | 0.000822 |
 |(scale=2.0) m0=1360, m1/2=520, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000227529 | 8.72824e-05 | 0.0209577 | 2.90989e-07 | 1.26e-05 | 0.000136 | 4.257e-05 | 5.86e-06 | 0.000397 | 0.000614 |
 |(scale=2.0) m0=1360, m1/2=540, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000176712 | 7.47249e-05 | 0.0168235 | 2.86839e-07 | 1.01e-05 | 0.000112 | 3.434e-05 | 4.71e-06 | 0.000265 | 0.000457 |
 |(scale=2.0) m0=1360, m1/2=560, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000137496 | 6.41207e-05 | 0.0135816 | 2.82693e-07 | 8.07e-06 | 9.09e-05 | 2.765e-05 | 3.781e-06 | 0.000178 | 0.000341 |
 |(scale=2.0) m0=1360, m1/2=580, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000107021 | 5.46758e-05 | 0.0110148 | 2.78644e-07 | 6.42e-06 | 7.37e-05 | 2.217e-05 | 3.024e-06 | 0.00012 | 0.000253 |
 |(scale=2.0) m0=1360, m1/2=600, tanbeta=40, A0=-500, sign(mu)=+ve| 8.34166e-05 | 4.66542e-05 | 0.00896571 | 2.74178e-07 | 5.09e-06 | 5.95e-05 | 1.778e-05 | 2.406e-06 | 8.12e-05 | 0.000188 |
 |(scale=2.0) m0=1360, m1/2=60, tanbeta=40, A0=-500, sign(mu)=+ve| 0.15225 | 0.00107939 | 7.65043 | 3.46407e-07 | 0.000327 | 0.00178 | 0.001555 | 0.0002074 | 608 | 0.8 |
 |(scale=2.0) m0=1360, m1/2=620, tanbeta=40, A0=-500, sign(mu)=+ve| 6.51564e-05 | 3.97206e-05 | 0.00731085 | 2.6985e-07 | 4.01e-06 | 4.78e-05 | 1.427e-05 | 1.921e-06 | 5.52e-05 | 0.00014 |
 |(scale=2.0) m0=1360, m1/2=640, tanbeta=40, A0=-500, sign(mu)=+ve| 5.096e-05 | 3.38682e-05 | 0.0059999 | 2.65379e-07 | 3.15e-06 | 3.82e-05 | 1.1425e-05 | 1.536e-06 | 3.75e-05 | 0.000104 |
 |(scale=2.0) m0=1360, m1/2=660, tanbeta=40, A0=-500, sign(mu)=+ve| 3.97238e-05 | 2.8753e-05 | 0.00491925 | 2.60954e-07 | 2.47e-06 | 3.04e-05 | 9.129e-06 | 1.216e-06 | 2.55e-05 | 7.65e-05 |
 |(scale=2.0) m0=1360, m1/2=680, tanbeta=40, A0=-500, sign(mu)=+ve| 3.10856e-05 | 2.44025e-05 | 0.00406142 | 2.56307e-07 | 1.92e-06 | 2.41e-05 | 7.293e-06 | 9.59e-07 | 1.74e-05 | 5.64e-05 |
 |(scale=2.0) m0=1360, m1/2=700, tanbeta=40, A0=-500, sign(mu)=+ve| 2.42983e-05 | 2.06744e-05 | 0.00335693 | 2.51717e-07 | 1.49e-06 | 1.9e-05 | 5.819e-06 | 7.54e-07 | 1.18e-05 | 4.15e-05 |
 |(scale=2.0) m0=1360, m1/2=720, tanbeta=40, A0=-500, sign(mu)=+ve| 1.90264e-05 | 1.75055e-05 | 0.00277058 | 2.47015e-07 | 1.16e-06 | 1.49e-05 | 4.641e-06 | 5.92e-07 | 8.05e-06 | 3.04e-05 |
 |(scale=2.0) m0=1360, m1/2=740, tanbeta=40, A0=-500, sign(mu)=+ve| 1.49057e-05 | 1.48243e-05 | 0.00230227 | 2.42422e-07 | 8.89e-07 | 1.17e-05 | 3.694e-06 | 4.62e-07 | 5.48e-06 | 2.22e-05 |
 |(scale=2.0) m0=1360, m1/2=760, tanbeta=40, A0=-500, sign(mu)=+ve| 1.16831e-05 | 1.25292e-05 | 0.00191464 | 2.37858e-07 | 6.82e-07 | 9.06e-06 | 2.933e-06 | 3.612e-07 | 3.72e-06 | 1.62e-05 |
 |(scale=2.0) m0=1360, m1/2=80, tanbeta=40, A0=-500, sign(mu)=+ve| 0.106976 | 0.00103572 | 122.251 | 3.44858e-07 | 0.000313 | 0.00176 | 0.001515 | 0.0001988 | 154 | 0.532 |
 |(scale=2.0) m0=1380, m1/2=100, tanbeta=40, A0=-500, sign(mu)=+ve| 0.072356 | 0.00088376 | 40.0562 | 2.88907e-07 | 0.000253 | 0.00148 | 0.001265 | 0.0001618 | 49.6 | 0.335 |
 |(scale=2.0) m0=1380, m1/2=160, tanbeta=40, A0=-500, sign(mu)=+ve| 0.028682 | 0.00072524 | 5.43141 | 2.85975e-07 | 0.000204 | 0.00133 | 0.0009857 | 0.0001232 | 3.62 | 0.12 |
 |(scale=2.0) m0=1380, m1/2=180, tanbeta=40, A0=-500, sign(mu)=+ve| 0.021387 | 0.00066859 | 3.31614 | 2.8495e-07 | 0.000186 | 0.00126 | 0.0008777 | 0.0001102 | 1.77 | 0.0872 |
 |(scale=2.0) m0=1380, m1/2=200, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0160328 | 0.00061315 | 2.12987 | 2.83614e-07 | 0.000167 | 0.00118 | 0.0007714 | 9.73e-05 | 0.906 | 0.0638 |
 |(scale=2.0) m0=1380, m1/2=220, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0120761 | 0.000559371 | 1.41741 | 2.82353e-07 | 0.00015 | 0.00109 | 0.0006718 | 8.5e-05 | 0.484 | 0.0468 |
 |(scale=2.0) m0=1380, m1/2=240, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0091299 | 0.000507437 | 0.970774 | 2.80851e-07 | 0.000132 | 0.000997 | 0.0005781 | 7.37e-05 | 0.268 | 0.0346 |
 |(scale=2.0) m0=1380, m1/2=260, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0069127 | 0.000456645 | 0.680431 | 2.79306e-07 | 0.000116 | 0.000902 | 0.0004932 | 6.33e-05 | 0.152 | 0.0256 |
 |(scale=2.0) m0=1380, m1/2=280, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0052543 | 0.000408638 | 0.487387 | 2.77427e-07 | 0.000101 | 0.000809 | 0.0004033 | 5.398e-05 | 0.0882 | 0.019 |
 |(scale=2.0) m0=1380, m1/2=300, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0039925 | 0.000363876 | 0.353933 | 2.75604e-07 | 8.7e-05 | 0.000718 | 0.0003483 | 4.572e-05 | 0.0525 | 0.0141 |
 |(scale=2.0) m0=1380, m1/2=320, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00304763 | 0.000324019 | 0.261389 | 2.73388e-07 | 7.44e-05 | 0.000632 | 0.0002951 | 3.849e-05 | 0.0318 | 0.0105 |
 |(scale=2.0) m0=1380, m1/2=340, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00233077 | 0.000285941 | 0.195663 | 2.71238e-07 | 6.32e-05 | 0.000552 | 0.0002466 | 3.218e-05 | 0.0196 | 0.00787 |
 |(scale=2.0) m0=1380, m1/2=360, tanbeta=40, A0=-500, sign(mu)=+ve| 0.001782 | 0.000251698 | 0.14801 | 2.68854e-07 | 5.33e-05 | 0.000479 | 0.0002028 | 2.68e-05 | 0.0122 | 0.00588 |
 |(scale=2.0) m0=1380, m1/2=380, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00136586 | 0.000220759 | 0.112941 | 2.66454e-07 | 4.47e-05 | 0.000412 | 0.0001666 | 2.223e-05 | 0.00771 | 0.0044 |
 |(scale=2.0) m0=1380, m1/2=400, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00104735 | 0.000192918 | 0.0871859 | 2.6384e-07 | 3.72e-05 | 0.000352 | 0.000137 | 1.827e-05 | 0.00493 | 0.00329 |
 |(scale=2.0) m0=1380, m1/2=40, tanbeta=40, A0=-500, sign(mu)=+ve| 0.17068 | 0.00099195 | 38.1108 | 2.89304e-07 | 0.000283 | 0.00152 | 0.001326 | 0.0001794 | 3880 | 1.17 |
 |(scale=2.0) m0=1380, m1/2=420, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00080561 | 0.000168125 | 0.0675912 | 2.6115e-07 | 3.08e-05 | 0.000298 | 0.00011175 | 1.499e-05 | 0.00318 | 0.00247 |
 |(scale=2.0) m0=1380, m1/2=440, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00061869 | 0.000146063 | 0.0528513 | 2.58266e-07 | 2.54e-05 | 0.000252 | 9.121e-05 | 1.229e-05 | 0.00207 | 0.00184 |
 |(scale=2.0) m0=1380, m1/2=460, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000475976 | 0.000126522 | 0.0416028 | 2.55267e-07 | 2.08e-05 | 0.000211 | 7.42e-05 | 1.001e-05 | 0.00135 | 0.00138 |
 |(scale=2.0) m0=1380, m1/2=480, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00036847 | 0.000109275 | 0.0329357 | 2.52244e-07 | 1.7e-05 | 0.000176 | 6.007e-05 | 8.12e-06 | 0.000891 | 0.00103 |
 |(scale=2.0) m0=1380, m1/2=500, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000286251 | 9.41974e-05 | 0.0262393 | 2.48916e-07 | 1.38e-05 | 0.000146 | 4.875e-05 | 6.58e-06 | 0.000592 | 0.000772 |
 |(scale=2.0) m0=1380, m1/2=520, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00022199 | 8.09997e-05 | 0.0209999 | 2.45772e-07 | 1.11e-05 | 0.00012 | 3.945e-05 | 5.31e-06 | 0.000395 | 0.000576 |
 |(scale=2.0) m0=1380, m1/2=540, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000172592 | 6.95935e-05 | 0.0168991 | 2.42415e-07 | 8.93e-06 | 9.85e-05 | 3.179e-05 | 4.272e-06 | 0.000264 | 0.00043 |
 |(scale=2.0) m0=1380, m1/2=560, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000134379 | 5.96083e-05 | 0.0136443 | 2.38956e-07 | 7.14e-06 | 8.03e-05 | 2.565e-05 | 3.433e-06 | 0.000177 | 0.00032 |
 |(scale=2.0) m0=1380, m1/2=580, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000104607 | 5.10745e-05 | 0.0110664 | 2.35481e-07 | 5.69e-06 | 6.52e-05 | 2.061e-05 | 2.744e-06 | 0.00012 | 0.000238 |
 |(scale=2.0) m0=1380, m1/2=600, tanbeta=40, A0=-500, sign(mu)=+ve| 8.15969e-05 | 4.36419e-05 | 0.00900659 | 2.32053e-07 | 4.51e-06 | 5.26e-05 | 1.656e-05 | 2.19e-06 | 8.09e-05 | 0.000177 |
 |(scale=2.0) m0=1380, m1/2=60, tanbeta=40, A0=-500, sign(mu)=+ve| 0.14317 | 0.00096565 | 7.72778 | 2.91855e-07 | 0.000278 | 0.00151 | 0.001363 | 0.0001797 | 607 | 0.731 |
 |(scale=2.0) m0=1380, m1/2=620, tanbeta=40, A0=-500, sign(mu)=+ve| 6.36801e-05 | 3.7205e-05 | 0.00735177 | 2.28341e-07 | 3.56e-06 | 4.23e-05 | 1.328e-05 | 1.747e-06 | 5.48e-05 | 0.000132 |
 |(scale=2.0) m0=1380, m1/2=660, tanbeta=40, A0=-500, sign(mu)=+ve| 3.89411e-05 | 2.69271e-05 | 0.00494386 | 2.2092e-07 | 2.2e-06 | 2.7e-05 | 8.532e-06 | 1.111e-06 | 2.54e-05 | 7.21e-05 |
 |(scale=2.0) m0=1380, m1/2=680, tanbeta=40, A0=-500, sign(mu)=+ve| 3.04833e-05 | 2.29009e-05 | 0.00406494 | 2.17231e-07 | 1.71e-06 | 2.14e-05 | 6.829e-06 | 8.78e-07 | 1.72e-05 | 5.31e-05 |
 |(scale=2.0) m0=1380, m1/2=700, tanbeta=40, A0=-500, sign(mu)=+ve| 2.38168e-05 | 1.94348e-05 | 0.00337023 | 2.1325e-07 | 1.33e-06 | 1.69e-05 | 5.455e-06 | 6.91e-07 | 1.17e-05 | 3.91e-05 |
 |(scale=2.0) m0=1380, m1/2=720, tanbeta=40, A0=-500, sign(mu)=+ve| 1.86653e-05 | 1.64779e-05 | 0.00278587 | 2.09467e-07 | 1.03e-06 | 1.33e-05 | 4.345e-06 | 5.43e-07 | 7.99e-06 | 2.87e-05 |
 |(scale=2.0) m0=1380, m1/2=740, tanbeta=40, A0=-500, sign(mu)=+ve| 1.46149e-05 | 1.39482e-05 | 0.00230554 | 2.05613e-07 | 7.94e-07 | 1.04e-05 | 3.463e-06 | 4.247e-07 | 5.43e-06 | 2.1e-05 |
 |(scale=2.0) m0=1380, m1/2=760, tanbeta=40, A0=-500, sign(mu)=+ve| 1.14625e-05 | 1.18044e-05 | 0.00192168 | 2.01869e-07 | 6.09e-07 | 8.06e-06 | 2.757e-06 | 3.328e-07 | 3.69e-06 | 1.53e-05 |
 |(scale=2.0) m0=1380, m1/2=80, tanbeta=40, A0=-500, sign(mu)=+ve| 0.102522 | 0.00092829 | 122.702 | 2.90043e-07 | 0.000267 | 0.0015 | 0.001335 | 0.0001724 | 154 | 0.487 |
 |(scale=2.0) m0=1400, m1/2=100, tanbeta=40, A0=-500, sign(mu)=+ve| 0.069208 | 0.00079476 | 40.0716 | 2.42983e-07 | 0.000216 | 0.00125 | 0.001119 | 0.0001402 | 49.5 | 0.307 |
 |(scale=2.0) m0=1400, m1/2=120, tanbeta=40, A0=-500, sign(mu)=+ve| 0.050325 | 0.00074876 | 18.0534 | 2.42366e-07 | 0.000203 | 0.00122 | 0.00105 | 0.0001307 | 18.7 | 0.216 |
 |(scale=2.0) m0=1400, m1/2=160, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0275 | 0.00065447 | 5.43208 | 2.40769e-07 | 0.000174 | 0.00114 | 0.0008758 | 0.0001081 | 3.61 | 0.111 |
 |(scale=2.0) m0=1400, m1/2=180, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0205456 | 0.00060496 | 3.31657 | 2.39882e-07 | 0.000159 | 0.00108 | 0.0007812 | 9.65e-05 | 1.76 | 0.0805 |
 |(scale=2.0) m0=1400, m1/2=200, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0154068 | 0.00055546 | 2.13009 | 2.38862e-07 | 0.000143 | 0.00101 | 0.0006881 | 8.52e-05 | 0.904 | 0.0589 |
 |(scale=2.0) m0=1400, m1/2=220, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0116258 | 0.000507792 | 1.41759 | 2.37621e-07 | 0.000128 | 0.000933 | 0.0006009 | 7.47e-05 | 0.483 | 0.0433 |
 |(scale=2.0) m0=1400, m1/2=240, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0087922 | 0.000460775 | 0.971883 | 2.36377e-07 | 0.000114 | 0.000855 | 0.0005182 | 6.49e-05 | 0.267 | 0.032 |
 |(scale=2.0) m0=1400, m1/2=260, tanbeta=40, A0=-500, sign(mu)=+ve| 0.006673 | 0.000415667 | 0.681508 | 2.35251e-07 | 9.99e-05 | 0.000775 | 0.0004434 | 5.589e-05 | 0.152 | 0.0237 |
 |(scale=2.0) m0=1400, m1/2=280, tanbeta=40, A0=-500, sign(mu)=+ve| 0.005073 | 0.00037338 | 0.48755 | 2.33694e-07 | 8.7e-05 | 0.000696 | 0.0003563 | 4.779e-05 | 0.088 | 0.0176 |
 |(scale=2.0) m0=1400, m1/2=300, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00386832 | 0.000332701 | 0.354179 | 2.32202e-07 | 7.51e-05 | 0.00062 | 0.000313 | 4.061e-05 | 0.0523 | 0.0131 |
 |(scale=2.0) m0=1400, m1/2=320, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00294921 | 0.000295901 | 0.262731 | 2.30488e-07 | 6.44e-05 | 0.000547 | 0.0002664 | 3.423e-05 | 0.0317 | 0.00981 |
 |(scale=2.0) m0=1400, m1/2=340, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00225574 | 0.000262157 | 0.196187 | 2.28652e-07 | 5.48e-05 | 0.000478 | 0.0002234 | 2.867e-05 | 0.0195 | 0.00733 |
 |(scale=2.0) m0=1400, m1/2=360, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00172733 | 0.000230917 | 0.148334 | 2.26691e-07 | 4.63e-05 | 0.000415 | 0.0001861 | 2.39e-05 | 0.0122 | 0.00549 |
 |(scale=2.0) m0=1400, m1/2=380, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00132541 | 0.000202778 | 0.113259 | 2.24697e-07 | 3.89e-05 | 0.000358 | 0.0001522 | 1.983e-05 | 0.00769 | 0.00411 |
 |(scale=2.0) m0=1400, m1/2=400, tanbeta=40, A0=-500, sign(mu)=+ve| 0.001017 | 0.000177715 | 0.0873001 | 2.22498e-07 | 3.25e-05 | 0.000306 | 0.0001248 | 1.635e-05 | 0.00492 | 0.00308 |
 |(scale=2.0) m0=1400, m1/2=40, tanbeta=40, A0=-500, sign(mu)=+ve| 0.16975 | 0.00088875 | 40.0054 | 2.43546e-07 | 0.000241 | 0.00128 | 0.001167 | 0.0001553 | 3880 | 1.06 |
 |(scale=2.0) m0=1400, m1/2=420, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00078207 | 0.000155073 | 0.0678028 | 2.20256e-07 | 2.69e-05 | 0.00026 | 0.00010264 | 1.345e-05 | 0.00317 | 0.00231 |
 |(scale=2.0) m0=1400, m1/2=440, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000601521 | 0.000134869 | 0.0530932 | 2.1792e-07 | 2.22e-05 | 0.00022 | 8.378e-05 | 1.105e-05 | 0.00206 | 0.00173 |
 |(scale=2.0) m0=1400, m1/2=460, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000464368 | 0.000117063 | 0.0418384 | 2.15361e-07 | 1.82e-05 | 0.000185 | 6.832e-05 | 9.01e-06 | 0.00135 | 0.00129 |
 |(scale=2.0) m0=1400, m1/2=480, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000359594 | 0.000101348 | 0.033163 | 2.12997e-07 | 1.49e-05 | 0.000154 | 5.55e-05 | 7.33e-06 | 0.000889 | 0.000968 |
 |(scale=2.0) m0=1400, m1/2=500, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000278703 | 8.75044e-05 | 0.0263959 | 2.1033e-07 | 1.21e-05 | 0.000128 | 4.497e-05 | 5.95e-06 | 0.000588 | 0.000724 |
 |(scale=2.0) m0=1400, m1/2=520, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00021655 | 7.54021e-05 | 0.0211443 | 2.07718e-07 | 9.79e-06 | 0.000106 | 3.645e-05 | 4.803e-06 | 0.000393 | 0.000541 |
 |(scale=2.0) m0=1400, m1/2=540, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000168567 | 6.47909e-05 | 0.0169619 | 2.04944e-07 | 7.88e-06 | 8.67e-05 | 2.946e-05 | 3.874e-06 | 0.000263 | 0.000404 |
 |(scale=2.0) m0=1400, m1/2=560, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00013106 | 5.56392e-05 | 0.0136969 | 2.02158e-07 | 6.31e-06 | 7.07e-05 | 2.377e-05 | 3.114e-06 | 0.000176 | 0.000301 |
 |(scale=2.0) m0=1400, m1/2=620, tanbeta=40, A0=-500, sign(mu)=+ve| 6.23138e-05 | 3.47905e-05 | 0.00737292 | 1.93228e-07 | 3.16e-06 | 3.74e-05 | 1.2392e-05 | 1.597e-06 | 5.45e-05 | 0.000124 |
 |(scale=2.0) m0=1400, m1/2=640, tanbeta=40, A0=-500, sign(mu)=+ve| 4.88116e-05 | 2.96482e-05 | 0.00603953 | 1.90138e-07 | 2.49e-06 | 3e-05 | 9.934e-06 | 1.267e-06 | 3.7e-05 | 9.17e-05 |
