 | Sub-processes | ng | ns | nn | ll | sb | ss | tb | bb | gg | sg |
 |(scale=2.0) m0=1760, m1/2=220, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0059964 | 9.2788e-05 | 1.44497 | 1.0904e-08 | 9.4e-06 | 4.86e-05 | 8.442e-05 | 7.428e-06 | 0.462 | 0.0107 |
 |(scale=2.0) m0=1760, m1/2=240, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0046201 | 8.6032e-05 | 0.990896 | 1.08701e-08 | 8.46e-06 | 4.57e-05 | 7.543e-05 | 6.642e-06 | 0.255 | 0.00808 |
 |(scale=2.0) m0=1760, m1/2=260, tanbeta=40, A0=-500, sign(mu)=+ve| 0.003561 | 7.9271e-05 | 0.697041 | 1.08332e-08 | 7.56e-06 | 4.26e-05 | 6.7e-05 | 5.901e-06 | 0.145 | 0.00609 |
 |(scale=2.0) m0=1760, m1/2=300, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00213505 | 6.65316e-05 | 0.365769 | 1.07362e-08 | 5.91e-06 | 3.6e-05 | 5.168e-05 | 4.563e-06 | 0.05 | 0.00348 |
 |(scale=2.0) m0=1760, m1/2=340, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00128713 | 5.47611e-05 | 0.203596 | 1.06311e-08 | 4.5e-06 | 2.94e-05 | 3.875e-05 | 3.425e-06 | 0.0186 | 0.002 |
 |(scale=2.0) m0=1760, m1/2=360, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00099986 | 4.9411e-05 | 0.154484 | 1.05679e-08 | 3.88e-06 | 2.62e-05 | 3.327e-05 | 2.95e-06 | 0.0116 | 0.00151 |
 |(scale=2.0) m0=1760, m1/2=380, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00077743 | 4.45056e-05 | 0.118321 | 1.05128e-08 | 3.33e-06 | 2.32e-05 | 2.842e-05 | 2.519e-06 | 0.00731 | 0.00115 |
 |(scale=2.0) m0=1760, m1/2=400, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00060544 | 3.98052e-05 | 0.0915166 | 1.04335e-08 | 2.84e-06 | 2.04e-05 | 2.293e-05 | 2.144e-06 | 0.00466 | 0.00087 |
 |(scale=2.0) m0=1760, m1/2=420, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000470808 | 3.55742e-05 | 0.0713067 | 1.03763e-08 | 2.41e-06 | 1.77e-05 | 2.017e-05 | 1.814e-06 | 0.003 | 0.00066 |
 |(scale=2.0) m0=1760, m1/2=440, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000367705 | 3.17108e-05 | 0.05586 | 1.0298e-08 | 2.03e-06 | 1.53e-05 | 1.724e-05 | 1.528e-06 | 0.00194 | 0.000499 |
 |(scale=2.0) m0=1760, m1/2=460, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00028673 | 2.81786e-05 | 0.0441614 | 1.02366e-08 | 1.7e-06 | 1.32e-05 | 1.4653e-05 | 1.277e-06 | 0.00127 | 0.000378 |
 |(scale=2.0) m0=1760, m1/2=480, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000225321 | 2.49065e-05 | 0.035061 | 1.01461e-08 | 1.42e-06 | 1.12e-05 | 1.2291e-05 | 1.069e-06 | 0.000834 | 0.000286 |
 |(scale=2.0) m0=1760, m1/2=500, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000176849 | 2.19911e-05 | 0.0279128 | 1.00636e-08 | 1.18e-06 | 9.51e-06 | 1.0314e-05 | 8.88e-07 | 0.000551 | 0.000216 |
 |(scale=2.0) m0=1760, m1/2=520, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000138833 | 1.9351e-05 | 0.0224099 | 9.97892e-09 | 9.69e-07 | 8e-06 | 8.538e-06 | 7.35e-07 | 0.000367 | 0.000162 |
 |(scale=2.0) m0=1760, m1/2=540, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000109205 | 1.69941e-05 | 0.0180301 | 9.88635e-09 | 7.94e-07 | 6.69e-06 | 7.072e-06 | 6.066e-07 | 0.000245 | 0.000122 |
 |(scale=2.0) m0=1760, m1/2=560, tanbeta=40, A0=-500, sign(mu)=+ve| 8.5912e-05 | 1.48883e-05 | 0.0145864 | 9.79266e-09 | 6.47e-07 | 5.55e-06 | 5.841e-06 | 4.976e-07 | 0.000164 | 9.17e-05 |
 |(scale=2.0) m0=1760, m1/2=580, tanbeta=40, A0=-500, sign(mu)=+ve| 6.7603e-05 | 1.30109e-05 | 0.0118315 | 9.70577e-09 | 5.24e-07 | 4.58e-06 | 4.803e-06 | 4.069e-07 | 0.00011 | 6.87e-05 |
 |(scale=2.0) m0=1760, m1/2=600, tanbeta=40, A0=-500, sign(mu)=+ve| 5.31987e-05 | 1.13514e-05 | 0.00964851 | 9.61006e-09 | 4.22e-07 | 3.76e-06 | 3.958e-06 | 3.323e-07 | 7.4e-05 | 5.13e-05 |
 |(scale=2.0) m0=1760, m1/2=60, tanbeta=40, A0=-500, sign(mu)=+ve| 0.04946 | 0.00013863 | 16.0699 | 1.1197e-08 | 1.63e-05 | 5.89e-05 | 0.000134 | 1.248e-05 | 599 | 0.141 |
 |(scale=2.0) m0=1760, m1/2=620, tanbeta=40, A0=-500, sign(mu)=+ve| 4.18397e-05 | 9.87908e-06 | 0.00787299 | 9.50704e-09 | 3.38e-07 | 3.06e-06 | 3.243e-06 | 2.693e-07 | 4.99e-05 | 3.82e-05 |
 |(scale=2.0) m0=1760, m1/2=640, tanbeta=40, A0=-500, sign(mu)=+ve| 3.30127e-05 | 8.57318e-06 | 0.00644124 | 9.40051e-09 | 2.69e-07 | 2.48e-06 | 2.655e-06 | 2.188e-07 | 3.37e-05 | 2.84e-05 |
 |(scale=2.0) m0=1760, m1/2=660, tanbeta=40, A0=-500, sign(mu)=+ve| 2.60056e-05 | 7.43982e-06 | 0.00530603 | 9.29637e-09 | 2.13e-07 | 1.99e-06 | 2.175e-06 | 1.766e-07 | 2.28e-05 | 2.11e-05 |
 |(scale=2.0) m0=1760, m1/2=680, tanbeta=40, A0=-500, sign(mu)=+ve| 2.04919e-05 | 6.43954e-06 | 0.00436175 | 9.19632e-09 | 1.68e-07 | 1.6e-06 | 1.7691e-06 | 1.414e-07 | 1.54e-05 | 1.56e-05 |
 |(scale=2.0) m0=1760, m1/2=700, tanbeta=40, A0=-500, sign(mu)=+ve| 1.61547e-05 | 5.56938e-06 | 0.00361495 | 9.08504e-09 | 1.31e-07 | 1.27e-06 | 1.4398e-06 | 1.136e-07 | 1.04e-05 | 1.15e-05 |
 |(scale=2.0) m0=1760, m1/2=720, tanbeta=40, A0=-500, sign(mu)=+ve| 1.27395e-05 | 4.796e-06 | 0.0029859 | 8.97074e-09 | 1.02e-07 | 1e-06 | 1.1738e-06 | 9.08e-08 | 7.06e-06 | 8.4e-06 |
 |(scale=2.0) m0=1760, m1/2=740, tanbeta=40, A0=-500, sign(mu)=+ve| 1.00536e-05 | 4.12983e-06 | 0.00247902 | 8.85941e-09 | 7.85e-08 | 7.86e-07 | 9.527e-07 | 7.23e-08 | 4.78e-06 | 6.14e-06 |
 |(scale=2.0) m0=1760, m1/2=760, tanbeta=40, A0=-500, sign(mu)=+ve| 7.9262e-06 | 3.54622e-06 | 0.00205768 | 8.75717e-09 | 6e-08 | 6.12e-07 | 7.721e-07 | 5.733e-08 | 3.22e-06 | 4.45e-06 |
 |(scale=2.0) m0=1760, m1/2=80, tanbeta=40, A0=-500, sign(mu)=+ve| 0.042084 | 0.000135102 | 145.131 | 1.12014e-08 | 1.58e-05 | 5.87e-05 | 0.0001347 | 1.234e-05 | 148 | 0.0962 |
 |(scale=2.0) m0=1780, m1/2=100, tanbeta=40, A0=-500, sign(mu)=+ve| 0.030423 | 0.000118527 | 44.752 | 9.36851e-09 | 1.31e-05 | 4.87e-05 | 0.00011689 | 1.035e-05 | 47.6 | 0.0625 |
 |(scale=2.0) m0=1780, m1/2=120, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0228 | 0.000113841 | 19.0404 | 9.3143e-09 | 1.23e-05 | 4.82e-05 | 0.00011135 | 9.82e-06 | 17.9 | 0.0449 |
 |(scale=2.0) m0=1780, m1/2=140, tanbeta=40, A0=-500, sign(mu)=+ve| 0.017118 | 0.000108586 | 9.76593 | 9.29201e-09 | 1.15e-05 | 4.74e-05 | 0.0001061 | 9.26e-06 | 7.55 | 0.0327 |
 |(scale=2.0) m0=1780, m1/2=160, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0129441 | 0.000102871 | 5.55225 | 9.26758e-09 | 1.07e-05 | 4.63e-05 | 9.907e-05 | 8.589e-06 | 3.45 | 0.024 |
 |(scale=2.0) m0=1780, m1/2=180, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0098754 | 9.6806e-05 | 3.38602 | 9.24211e-09 | 9.88e-06 | 4.48e-05 | 9.144e-05 | 7.904e-06 | 1.68 | 0.0178 |
 |(scale=2.0) m0=1780, m1/2=200, tanbeta=40, A0=-500, sign(mu)=+ve| 0.007546 | 9.0846e-05 | 2.16687 | 9.2146e-09 | 9.03e-06 | 4.3e-05 | 8.373e-05 | 7.221e-06 | 0.863 | 0.0133 |
 |(scale=2.0) m0=1780, m1/2=220, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0057925 | 8.4643e-05 | 1.44474 | 9.18506e-09 | 8.19e-06 | 4.08e-05 | 7.582e-05 | 6.527e-06 | 0.461 | 0.00995 |
 |(scale=2.0) m0=1780, m1/2=240, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0044607 | 7.8547e-05 | 0.990394 | 9.15779e-09 | 7.37e-06 | 3.84e-05 | 6.782e-05 | 5.844e-06 | 0.255 | 0.00748 |
 |(scale=2.0) m0=1780, m1/2=260, tanbeta=40, A0=-500, sign(mu)=+ve| 0.003443 | 7.2423e-05 | 0.698383 | 9.11522e-09 | 6.59e-06 | 3.59e-05 | 6.037e-05 | 5.205e-06 | 0.145 | 0.00564 |
 |(scale=2.0) m0=1780, m1/2=280, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00267407 | 6.66013e-05 | 0.501532 | 9.08162e-09 | 5.85e-06 | 3.32e-05 | 5.336e-05 | 4.601e-06 | 0.0839 | 0.00426 |
 |(scale=2.0) m0=1780, m1/2=300, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00206913 | 6.0926e-05 | 0.366053 | 9.04839e-09 | 5.16e-06 | 3.04e-05 | 4.668e-05 | 4.028e-06 | 0.0499 | 0.00323 |
 |(scale=2.0) m0=1780, m1/2=320, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00160477 | 5.5427e-05 | 0.271005 | 8.99367e-09 | 4.52e-06 | 2.76e-05 | 4.055e-05 | 3.511e-06 | 0.0302 | 0.00245 |
 |(scale=2.0) m0=1780, m1/2=340, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00124767 | 5.02326e-05 | 0.203782 | 8.95591e-09 | 3.93e-06 | 2.48e-05 | 3.517e-05 | 3.038e-06 | 0.0186 | 0.00185 |
 |(scale=2.0) m0=1780, m1/2=360, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00097047 | 4.53571e-05 | 0.154656 | 8.90713e-09 | 3.4e-06 | 2.22e-05 | 3.023e-05 | 2.621e-06 | 0.0116 | 0.00141 |
 |(scale=2.0) m0=1780, m1/2=380, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00075527 | 4.08837e-05 | 0.118579 | 8.85921e-09 | 2.92e-06 | 1.97e-05 | 2.582e-05 | 2.237e-06 | 0.00729 | 0.00107 |
 |(scale=2.0) m0=1780, m1/2=400, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00058907 | 3.66984e-05 | 0.0915616 | 8.80135e-09 | 2.49e-06 | 1.73e-05 | 2.206e-05 | 1.908e-06 | 0.00465 | 0.00081 |
 |(scale=2.0) m0=1780, m1/2=420, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000459278 | 3.27507e-05 | 0.0713428 | 8.75024e-09 | 2.11e-06 | 1.51e-05 | 1.833e-05 | 1.613e-06 | 0.00299 | 0.000614 |
 |(scale=2.0) m0=1780, m1/2=440, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00035772 | 2.92064e-05 | 0.0559082 | 8.6892e-09 | 1.78e-06 | 1.3e-05 | 1.573e-05 | 1.362e-06 | 0.00194 | 0.000465 |
 |(scale=2.0) m0=1780, m1/2=460, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000280169 | 2.59542e-05 | 0.0442033 | 8.61681e-09 | 1.49e-06 | 1.12e-05 | 1.3359e-05 | 1.145e-06 | 0.00126 | 0.000352 |
 |(scale=2.0) m0=1780, m1/2=480, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000219576 | 2.29999e-05 | 0.0350988 | 8.55316e-09 | 1.25e-06 | 9.57e-06 | 1.1313e-05 | 9.56e-07 | 0.000831 | 0.000266 |
 |(scale=2.0) m0=1780, m1/2=500, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000172523 | 2.03111e-05 | 0.0279564 | 8.48656e-09 | 1.03e-06 | 8.11e-06 | 9.46e-06 | 7.96e-07 | 0.00055 | 0.000201 |
 |(scale=2.0) m0=1780, m1/2=520, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000135414 | 1.79067e-05 | 0.0224496 | 8.41982e-09 | 8.52e-07 | 6.83e-06 | 7.896e-06 | 6.59e-07 | 0.000365 | 0.000151 |
 |(scale=2.0) m0=1780, m1/2=540, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000106589 | 1.57448e-05 | 0.018079 | 8.34381e-09 | 6.98e-07 | 5.71e-06 | 6.509e-06 | 5.448e-07 | 0.000244 | 0.000114 |
 |(scale=2.0) m0=1780, m1/2=560, tanbeta=40, A0=-500, sign(mu)=+ve| 8.3801e-05 | 1.37914e-05 | 0.0146234 | 8.27694e-09 | 5.69e-07 | 4.74e-06 | 5.386e-06 | 4.477e-07 | 0.000163 | 8.55e-05 |
 |(scale=2.0) m0=1780, m1/2=580, tanbeta=40, A0=-500, sign(mu)=+ve| 6.60155e-05 | 1.20781e-05 | 0.0118666 | 8.18683e-09 | 4.61e-07 | 3.92e-06 | 4.436e-06 | 3.666e-07 | 0.000109 | 6.4e-05 |
 |(scale=2.0) m0=1780, m1/2=600, tanbeta=40, A0=-500, sign(mu)=+ve| 5.20536e-05 | 1.05314e-05 | 0.00966256 | 8.10675e-09 | 3.71e-07 | 3.21e-06 | 3.656e-06 | 2.993e-07 | 7.37e-05 | 4.79e-05 |
 |(scale=2.0) m0=1780, m1/2=60, tanbeta=40, A0=-500, sign(mu)=+ve| 0.04707 | 0.00012591 | 18.1829 | 9.4262e-09 | 1.42e-05 | 4.93e-05 | 0.00011962 | 1.092e-05 | 600 | 0.13 |
 |(scale=2.0) m0=1780, m1/2=620, tanbeta=40, A0=-500, sign(mu)=+ve| 4.09263e-05 | 9.18054e-06 | 0.0078965 | 8.02654e-09 | 2.97e-07 | 2.62e-06 | 3.005e-06 | 2.434e-07 | 4.97e-05 | 3.57e-05 |
 |(scale=2.0) m0=1780, m1/2=640, tanbeta=40, A0=-500, sign(mu)=+ve| 3.22602e-05 | 7.9862e-06 | 0.0064741 | 7.94537e-09 | 2.37e-07 | 2.12e-06 | 2.461e-06 | 1.968e-07 | 3.35e-05 | 2.65e-05 |
 |(scale=2.0) m0=1780, m1/2=660, tanbeta=40, A0=-500, sign(mu)=+ve| 2.54546e-05 | 6.92527e-06 | 0.00532033 | 7.85595e-09 | 1.87e-07 | 1.71e-06 | 2.013e-06 | 1.593e-07 | 2.27e-05 | 1.96e-05 |
 |(scale=2.0) m0=1780, m1/2=680, tanbeta=40, A0=-500, sign(mu)=+ve| 2.00807e-05 | 6.00601e-06 | 0.00438551 | 7.76466e-09 | 1.47e-07 | 1.37e-06 | 1.6383e-06 | 1.278e-07 | 1.53e-05 | 1.45e-05 |
 |(scale=2.0) m0=1780, m1/2=700, tanbeta=40, A0=-500, sign(mu)=+ve| 1.58237e-05 | 5.19374e-06 | 0.00361833 | 7.67343e-09 | 1.15e-07 | 1.09e-06 | 1.3424e-06 | 1.028e-07 | 1.04e-05 | 1.07e-05 |
 |(scale=2.0) m0=1780, m1/2=720, tanbeta=40, A0=-500, sign(mu)=+ve| 1.2489e-05 | 4.48912e-06 | 0.00300215 | 7.59168e-09 | 8.93e-08 | 8.57e-07 | 1.088e-06 | 8.21e-08 | 7.02e-06 | 7.83e-06 |
 |(scale=2.0) m0=1780, m1/2=740, tanbeta=40, A0=-500, sign(mu)=+ve| 9.8633e-06 | 3.8634e-06 | 0.00248277 | 7.4889e-09 | 6.88e-08 | 6.73e-07 | 8.862e-07 | 6.54e-08 | 4.74e-06 | 5.72e-06 |
 |(scale=2.0) m0=1780, m1/2=760, tanbeta=40, A0=-500, sign(mu)=+ve| 7.76885e-06 | 3.31843e-06 | 0.00207144 | 7.39819e-09 | 5.26e-08 | 5.24e-07 | 7.175e-07 | 5.195e-08 | 3.2e-06 | 4.15e-06 |
 |(scale=2.0) m0=1780, m1/2=80, tanbeta=40, A0=-500, sign(mu)=+ve| 0.040146 | 0.00012267 | 150.302 | 9.43211e-09 | 1.37e-05 | 4.91e-05 | 0.00011935 | 1.077e-05 | 147 | 0.0886 |
 |(scale=2.0) m0=1800, m1/2=100, tanbeta=40, A0=-500, sign(mu)=+ve| 0.029314 | 0.000107694 | 45.3082 | 7.87539e-09 | 1.14e-05 | 4.07e-05 | 0.00010423 | 9.1e-06 | 47.5 | 0.0576 |
 |(scale=2.0) m0=1800, m1/2=120, tanbeta=40, A0=-500, sign(mu)=+ve| 0.021853 | 0.000103411 | 19.1703 | 7.85072e-09 | 1.07e-05 | 4.03e-05 | 0.00010007 | 8.635e-06 | 17.9 | 0.0414 |
 |(scale=2.0) m0=1800, m1/2=140, tanbeta=40, A0=-500, sign(mu)=+ve| 0.016459 | 9.8715e-05 | 9.79488 | 7.81628e-09 | 1.01e-05 | 3.97e-05 | 9.486e-05 | 8.117e-06 | 7.53 | 0.0302 |
 |(scale=2.0) m0=1800, m1/2=160, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0124878 | 9.3601e-05 | 5.56668 | 7.80118e-09 | 9.35e-06 | 3.87e-05 | 8.873e-05 | 7.544e-06 | 3.45 | 0.0222 |
 |(scale=2.0) m0=1800, m1/2=180, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0095189 | 8.8193e-05 | 3.38929 | 7.78464e-09 | 8.61e-06 | 3.75e-05 | 8.186e-05 | 6.939e-06 | 1.68 | 0.0165 |
 |(scale=2.0) m0=1800, m1/2=200, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0072818 | 8.2798e-05 | 2.16818 | 7.75709e-09 | 7.87e-06 | 3.6e-05 | 7.503e-05 | 6.336e-06 | 0.862 | 0.0123 |
 |(scale=2.0) m0=1800, m1/2=220, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0056011 | 7.7241e-05 | 1.44755 | 7.72721e-09 | 7.14e-06 | 3.43e-05 | 6.81e-05 | 5.743e-06 | 0.46 | 0.00921 |
 |(scale=2.0) m0=1800, m1/2=240, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0043252 | 7.1672e-05 | 0.993932 | 7.70733e-09 | 6.43e-06 | 3.23e-05 | 6.108e-05 | 5.152e-06 | 0.254 | 0.00693 |
 |(scale=2.0) m0=1800, m1/2=260, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0033393 | 6.61415e-05 | 0.699744 | 7.67532e-09 | 5.75e-06 | 3.02e-05 | 5.44e-05 | 4.593e-06 | 0.144 | 0.00523 |
 |(scale=2.0) m0=1800, m1/2=280, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00258377 | 6.08398e-05 | 0.502893 | 7.6532e-09 | 5.11e-06 | 2.79e-05 | 4.815e-05 | 4.056e-06 | 0.0838 | 0.00395 |
 |(scale=2.0) m0=1800, m1/2=300, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00200515 | 5.57059e-05 | 0.36624 | 7.61697e-09 | 4.51e-06 | 2.56e-05 | 4.223e-05 | 3.563e-06 | 0.0498 | 0.00299 |
 |(scale=2.0) m0=1800, m1/2=320, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00155716 | 5.07859e-05 | 0.272332 | 7.57999e-09 | 3.95e-06 | 2.33e-05 | 3.686e-05 | 3.114e-06 | 0.0301 | 0.00227 |
 |(scale=2.0) m0=1800, m1/2=340, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00121123 | 4.61493e-05 | 0.204189 | 7.54368e-09 | 3.44e-06 | 2.1e-05 | 3.191e-05 | 2.699e-06 | 0.0185 | 0.00172 |
 |(scale=2.0) m0=1800, m1/2=360, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0009422 | 4.17065e-05 | 0.155044 | 7.50305e-09 | 2.97e-06 | 1.88e-05 | 2.741e-05 | 2.327e-06 | 0.0115 | 0.00131 |
 |(scale=2.0) m0=1800, m1/2=380, tanbeta=40, A0=-500, sign(mu)=+ve| 0.00073423 | 3.7577e-05 | 0.118839 | 7.46259e-09 | 2.55e-06 | 1.66e-05 | 2.354e-05 | 1.99e-06 | 0.00728 | 0.000992 |
 |(scale=2.0) m0=1800, m1/2=400, tanbeta=40, A0=-500, sign(mu)=+ve| 0.0005729 | 3.37072e-05 | 0.091808 | 7.41127e-09 | 2.18e-06 | 1.46e-05 | 2.011e-05 | 1.696e-06 | 0.00464 | 0.000753 |
 |(scale=2.0) m0=1800, m1/2=420, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000446769 | 3.01707e-05 | 0.0715813 | 7.36846e-09 | 1.85e-06 | 1.28e-05 | 1.65e-05 | 1.446e-06 | 0.00298 | 0.000571 |
 |(scale=2.0) m0=1800, m1/2=440, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000347937 | 2.69175e-05 | 0.0561585 | 7.32462e-09 | 1.56e-06 | 1.11e-05 | 1.4325e-05 | 1.219e-06 | 0.00193 | 0.000433 |
 |(scale=2.0) m0=1800, m1/2=460, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000272618 | 2.39541e-05 | 0.0443347 | 7.26874e-09 | 1.31e-06 | 9.52e-06 | 1.2171e-05 | 1.021e-06 | 0.00126 | 0.000328 |
 |(scale=2.0) m0=1800, m1/2=480, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000213934 | 2.12365e-05 | 0.0351257 | 7.21362e-09 | 1.09e-06 | 8.14e-06 | 1.0322e-05 | 8.56e-07 | 0.000829 | 0.000248 |
 |(scale=2.0) m0=1800, m1/2=500, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000168297 | 1.87943e-05 | 0.0281011 | 7.15645e-09 | 9.07e-07 | 6.9e-06 | 8.661e-06 | 7.119e-07 | 0.000548 | 0.000187 |
 |(scale=2.0) m0=1800, m1/2=520, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000132193 | 1.65746e-05 | 0.0224812 | 7.09724e-09 | 7.48e-07 | 5.81e-06 | 7.249e-06 | 5.915e-07 | 0.000364 | 0.000141 |
 |(scale=2.0) m0=1800, m1/2=540, tanbeta=40, A0=-500, sign(mu)=+ve| 0.000104076 | 1.45959e-05 | 0.0181386 | 7.03899e-09 | 6.13e-07 | 4.86e-06 | 6.001e-06 | 4.882e-07 | 0.000243 | 0.000106 |
 |(scale=2.0) m0=1800, m1/2=560, tanbeta=40, A0=-500, sign(mu)=+ve| 8.1892e-05 | 1.27968e-05 | 0.0146703 | 6.97039e-09 | 5e-07 | 4.04e-06 | 4.965e-06 | 4.019e-07 | 0.000162 | 7.97e-05 |
 |(scale=2.0) m0=1800, m1/2=580, tanbeta=40, A0=-500, sign(mu)=+ve| 6.44191e-05 | 1.12056e-05 | 0.0119013 | 6.90927e-09 | 4.05e-07 | 3.34e-06 | 4.101e-06 | 3.291e-07 | 0.000109 | 5.97e-05 |
 |(scale=2.0) m0=1800, m1/2=600, tanbeta=40, A0=-500, sign(mu)=+ve| 5.08085e-05 | 9.79079e-06 | 0.00968708 | 6.84698e-09 | 3.26e-07 | 2.74e-06 | 3.376e-06 | 2.69e-07 | 7.33e-05 | 4.46e-05 |
 |(scale=2.0) m0=1800, m1/2=60, tanbeta=40, A0=-500, sign(mu)=+ve| 0.04506 | 0.0001142 | 21.2124 | 7.9365e-09 | 1.23e-05 | 4.12e-05 | 0.00010623 | 9.53e-06 | 600 | 0.12 |
 |(scale=2.0) m0=1800, m1/2=620, tanbeta=40, A0=-500, sign(mu)=+ve| 4.00128e-05 | 8.54741e-06 | 0.0079197 | 6.77676e-09 | 2.61e-07 | 2.24e-06 | 2.779e-06 | 2.191e-07 | 4.95e-05 | 3.33e-05 |
 |(scale=2.0) m0=1800, m1/2=640, tanbeta=40, A0=-500, sign(mu)=+ve| 3.15979e-05 | 7.42567e-06 | 0.00648702 | 6.7043e-09 | 2.08e-07 | 1.81e-06 | 2.278e-06 | 1.773e-07 | 3.34e-05 | 2.47e-05 |
 |(scale=2.0) m0=1800, m1/2=660, tanbeta=40, A0=-500, sign(mu)=+ve| 2.49125e-05 | 6.45596e-06 | 0.00533553 | 6.6329e-09 | 1.64e-07 | 1.46e-06 | 1.863e-06 | 1.434e-07 | 2.26e-05 | 1.83e-05 |
 |(scale=2.0) m0=1800, m1/2=680, tanbeta=40, A0=-500, sign(mu)=+ve| 1.96495e-05 | 5.59569e-06 | 0.00440047 | 6.56055e-09 | 1.29e-07 | 1.17e-06 | 1.5227e-06 | 1.157e-07 | 1.53e-05 | 1.35e-05 |
 |(scale=2.0) m0=1800, m1/2=700, tanbeta=40, A0=-500, sign(mu)=+ve| 1.55129e-05 | 4.84231e-06 | 0.00363185 | 6.47797e-09 | 1.01e-07 | 9.27e-07 | 1.2455e-06 | 9.29e-08 | 1.03e-05 | 9.95e-06 |
 |(scale=2.0) m0=1800, m1/2=720, tanbeta=40, A0=-500, sign(mu)=+ve| 1.22484e-05 | 4.17326e-06 | 0.00300644 | 6.41586e-09 | 7.83e-08 | 7.32e-07 | 1.0126e-06 | 7.43e-08 | 6.99e-06 | 7.29e-06 |
 |(scale=2.0) m0=1800, m1/2=740, tanbeta=40, A0=-500, sign(mu)=+ve| 9.65278e-06 | 3.61019e-06 | 0.00249687 | 6.333e-09 | 6.03e-08 | 5.75e-07 | 8.24e-07 | 5.923e-08 | 4.72e-06 | 5.33e-06 |
 |(scale=2.0) m0=1800, m1/2=760, tanbeta=40, A0=-500, sign(mu)=+ve| 7.63389e-06 | 3.10285e-06 | 0.0020747 | 6.26022e-09 | 4.61e-08 | 4.48e-07 | 6.683e-07 | 4.7e-08 | 3.18e-06 | 3.87e-06 |
 |(scale=2.0) m0=1800, m1/2=80, tanbeta=40, A0=-500, sign(mu)=+ve| 0.037952 | 0.000111389 | 154.868 | 7.9434e-09 | 1.2e-05 | 4.1e-05 | 0.00010702 | 9.43e-06 | 147 | 0.0816 |
 |(scale=2.0) m0=180, m1/2=680, tanbeta=40, A0=-500, sign(mu)=+ve| 7.72984e-05 | 0.00031151 | 0.00327384 | 0.722957 | 0.000187 | 0.00165 | 0.0001005 | 3.24e-05 | 2.98e-05 | 0.000598 |
 |(scale=2.0) m0=180, m1/2=700, tanbeta=40, A0=-500, sign(mu)=+ve| 5.90309e-05 | 0.000248229 | 0.00272386 | 0.75004 | 0.000135 | 0.00124 | 7.502e-05 | 2.383e-05 | 2.03e-05 | 0.000428 |
 |(scale=2.0) m0=180, m1/2=720, tanbeta=40, A0=-500, sign(mu)=+ve| 4.50043e-05 | 0.000198461 | 0.00227616 | 0.348293 | 9.71e-05 | 0.000935 | 5.613e-05 | 1.753e-05 | 1.38e-05 | 0.000307 |
